"data","cidade","casos"
"2020-07-23","Macaé",163
"2020-07-23","Macuco",0
"2020-07-23","Magé",99
"2020-07-23","Mangaratiba",1
"2020-07-23","Maricá",57
"2020-07-23","Mendes",1
"2020-07-23","Mesquita",11
"2020-07-23","Miguel Pereira",12
"2020-07-23","Miracema",13
"2020-07-23","Natividade",7
"2020-07-23","Nilópolis",12
"2020-07-23","Niterói",134
"2020-07-23","Nova Friburgo",66
"2020-07-23","Nova Iguaçu",43
"2020-07-23","Paracambi",9
"2020-07-23","Paraty",21
"2020-07-23","Paraíba do Sul",42
"2020-07-23","Paty do Alferes",21
"2020-07-23","Petrópolis",30
"2020-07-23","Pinheiral",10
"2020-07-23","Piraí",25
"2020-07-23","Porciúncula",13
"2020-07-23","Porto Real",14
"2020-07-23","Quatis",1
"2020-07-23","Queimados",12
"2020-07-23","Quissamã",2
"2020-07-23","Resende",122
"2020-07-23","Rio Bonito",23
"2020-07-23","Rio Claro",0
"2020-07-23","Rio das Flores",1
"2020-07-23","Rio das Ostras",30
"2020-07-23","Rio de Janeiro",176
"2020-07-23","Santa Maria Madalena",0
"2020-07-23","Santo Antônio de Pádua",17
"2020-07-23","Sapucaia",2
"2020-07-23","Saquarema",44
"2020-07-23","Seropédica",13
"2020-07-23","Silva Jardim",0
"2020-07-23","Sumidouro",1
"2020-07-23","São Fidélis",2
"2020-07-23","São Francisco de Itabapoana",13
"2020-07-23","São Gonçalo",133
"2020-07-23","São José de Ubá",0
"2020-07-23","São José do Vale do Rio Preto",7
"2020-07-23","São João da Barra",21
"2020-07-23","São João de Meriti",68
"2020-07-23","São Pedro da Aldeia",23
"2020-07-23","São Sebastião do Alto",1
"2020-07-23","Tanguá",10
"2020-07-23","Teresópolis",106
"2020-07-23","Trajano de Moraes",0
"2020-07-23","Três Rios",43
"2020-07-23","Valença",14
"2020-07-23","Varre-Sai",0
"2020-07-23","Vassouras",4
"2020-07-23","Volta Redonda",60
"2020-07-24","Angra dos Reis",118
"2020-07-24","Aperibé",1
"2020-07-24","Araruama",15
"2020-07-24","Areal",4
"2020-07-24","Armação dos Búzios",1
"2020-07-24","Arraial do Cabo",2
"2020-07-24","Barra Mansa",49
"2020-07-24","Barra do Piraí",10
"2020-07-24","Belford Roxo",89
"2020-07-24","Bom Jardim",0
"2020-07-24","Bom Jesus do Itabapoana",18
"2020-07-24","Cabo Frio",40
"2020-07-24","Cachoeiras de Macacu",9
"2020-07-24","Cambuci",0
"2020-07-24","Campos dos Goytacazes",77
"2020-07-24","Cantagalo",1
"2020-07-24","Carapebus",3
"2020-07-24","Cardoso Moreira",3
"2020-07-24","Carmo",1
"2020-07-24","Casimiro de Abreu",14
"2020-07-24","Comendador Levy Gasparian",0
"2020-07-24","Conceição de Macabu",7
"2020-07-24","Cordeiro",1
"2020-07-24","Duas Barras",0
"2020-07-24","Duque de Caxias",192
"2020-07-24","Engenheiro Paulo de Frontin",0
"2020-07-24","Guapimirim",13
"2020-07-24","Iguaba Grande",15
"2020-07-24","Itaboraí",31
"2020-07-24","Itaguaí",37
"2020-07-24","Italva",0
"2020-07-24","Itaocara",7
"2020-07-24","Itaperuna",86
"2020-07-24","Itatiaia",9
"2020-07-24","Japeri",1
"2020-07-24","Laje do Muriaé",0
"2020-07-24","Macaé",221
"2020-07-24","Macuco",0
"2020-07-24","Magé",9
"2020-07-24","Mangaratiba",49
"2020-07-24","Maricá",36
"2020-07-24","Mendes",5
"2020-07-24","Mesquita",5
"2020-07-24","Miguel Pereira",3
"2020-07-24","Miracema",6
"2020-07-24","Natividade",5
"2020-07-24","Nilópolis",10
"2020-07-24","Niterói",118
"2020-07-24","Nova Friburgo",83
"2020-07-24","Nova Iguaçu",55
"2020-07-24","Paracambi",6
"2020-07-24","Paraty",9
"2020-07-24","Paraíba do Sul",10
"2020-07-24","Paty do Alferes",32
"2020-07-24","Petrópolis",56
"2020-07-24","Pinheiral",16
"2020-07-24","Piraí",6
"2020-07-24","Porciúncula",13
"2020-07-24","Porto Real",17
"2020-07-24","Quatis",3
"2020-07-24","Queimados",7
"2020-07-24","Quissamã",3
"2020-07-24","Resende",31
"2020-07-24","Rio Bonito",27
"2020-07-24","Rio Claro",5
"2020-07-24","Rio das Flores",1
"2020-07-24","Rio das Ostras",62
"2020-07-24","Rio de Janeiro",946
"2020-07-24","Santa Maria Madalena",3
"2020-07-24","Santo Antônio de Pádua",8
"2020-07-24","Sapucaia",1
"2020-07-24","Saquarema",2
"2020-07-24","Seropédica",6
"2020-07-24","Silva Jardim",2
"2020-07-24","Sumidouro",4
"2020-07-24","São Fidélis",4
"2020-07-24","São Francisco de Itabapoana",7
"2020-07-24","São Gonçalo",254
"2020-07-24","São José de Ubá",3
"2020-07-24","São José do Vale do Rio Preto",3
"2020-07-24","São João da Barra",11
"2020-07-24","São João de Meriti",35
"2020-07-24","São Pedro da Aldeia",12
"2020-07-24","São Sebastião do Alto",0
"2020-07-24","Tanguá",7
"2020-07-24","Teresópolis",145
"2020-07-24","Trajano de Moraes",2
"2020-07-24","Três Rios",42
"2020-07-24","Valença",8
"2020-07-24","Varre-Sai",2
"2020-07-24","Vassouras",0
"2020-07-24","Volta Redonda",60
"2020-07-25","Angra dos Reis",123
"2020-07-25","Aperibé",12
"2020-07-25","Araruama",16
"2020-07-25","Areal",2
"2020-07-25","Armação dos Búzios",2
"2020-07-25","Arraial do Cabo",3
"2020-07-25","Barra Mansa",22
"2020-07-25","Barra do Piraí",8
"2020-07-25","Belford Roxo",8
"2020-07-25","Bom Jardim",1
"2020-07-25","Bom Jesus do Itabapoana",5
"2020-07-25","Cabo Frio",29
"2020-07-25","Cachoeiras de Macacu",1
"2020-07-25","Cambuci",0
"2020-07-25","Campos dos Goytacazes",47
"2020-07-25","Cantagalo",1
"2020-07-25","Carapebus",9
"2020-07-25","Cardoso Moreira",1
"2020-07-25","Carmo",3
"2020-07-25","Casimiro de Abreu",2
"2020-07-25","Comendador Levy Gasparian",7
"2020-07-25","Conceição de Macabu",3
"2020-07-25","Cordeiro",0
"2020-07-25","Duas Barras",0
"2020-07-25","Duque de Caxias",168
"2020-07-25","Engenheiro Paulo de Frontin",0
"2020-07-25","Guapimirim",13
"2020-07-25","Iguaba Grande",2
"2020-07-25","Itaboraí",17
"2020-07-25","Itaguaí",9
"2020-07-25","Italva",0
"2020-07-25","Itaocara",2
"2020-07-25","Itaperuna",26
"2020-07-25","Itatiaia",2
"2020-07-25","Japeri",2
"2020-07-25","Laje do Muriaé",1
"2020-07-25","Macaé",66
"2020-07-25","Macuco",0
"2020-07-25","Magé",6
"2020-07-25","Mangaratiba",19
"2020-07-25","Maricá",35
"2020-07-25","Mendes",0
"2020-07-25","Mesquita",8
"2020-07-25","Miguel Pereira",0
"2020-07-25","Miracema",0
"2020-07-25","Natividade",10
"2020-07-25","Nilópolis",3
"2020-07-25","Niterói",109
"2020-07-25","Nova Friburgo",34
"2020-07-25","Nova Iguaçu",21
"2020-07-25","Paracambi",3
"2020-07-25","Paraty",9
"2020-07-25","Paraíba do Sul",13
"2020-07-25","Paty do Alferes",5
"2020-07-25","Petrópolis",35
"2020-07-25","Pinheiral",1
"2020-07-25","Piraí",15
"2020-07-25","Porciúncula",11
"2020-07-25","Porto Real",0
"2020-07-25","Quatis",0
"2020-07-25","Queimados",25
"2020-07-25","Quissamã",4
"2020-07-25","Resende",38
"2020-07-25","Rio Bonito",22
"2020-07-25","Rio Claro",2
"2020-07-25","Rio das Flores",0
"2020-07-25","Rio das Ostras",13
"2020-07-25","Rio de Janeiro",90
"2020-07-25","Santa Maria Madalena",0
"2020-07-25","Santo Antônio de Pádua",-583
"2020-07-25","Sapucaia",11
"2020-07-25","Saquarema",8
"2020-07-25","Seropédica",5
"2020-07-25","Silva Jardim",0
"2020-07-25","Sumidouro",0
"2020-07-25","São Fidélis",4
"2020-07-25","São Francisco de Itabapoana",4
"2020-07-25","São Gonçalo",100
"2020-07-25","São José de Ubá",0
"2020-07-25","São José do Vale do Rio Preto",3
"2020-07-25","São João da Barra",10
"2020-07-25","São João de Meriti",12
"2020-07-25","São Pedro da Aldeia",5
"2020-07-25","São Sebastião do Alto",0
"2020-07-25","Tanguá",20
"2020-07-25","Teresópolis",6
"2020-07-25","Trajano de Moraes",0
"2020-07-25","Três Rios",20
"2020-07-25","Valença",2
"2020-07-25","Varre-Sai",0
"2020-07-25","Vassouras",2
"2020-07-25","Volta Redonda",41
"2020-07-26","Angra dos Reis",0
"2020-07-26","Aperibé",0
"2020-07-26","Araruama",0
"2020-07-26","Areal",0
"2020-07-26","Armação dos Búzios",0
"2020-07-26","Arraial do Cabo",0
"2020-07-26","Barra Mansa",0
"2020-07-26","Barra do Piraí",4
"2020-07-26","Belford Roxo",1
"2020-07-26","Bom Jardim",0
"2020-07-26","Bom Jesus do Itabapoana",0
"2020-07-26","Cabo Frio",0
"2020-07-26","Cachoeiras de Macacu",0
"2020-07-26","Cambuci",0
"2020-07-26","Campos dos Goytacazes",0
"2020-07-26","Cantagalo",0
"2020-07-26","Carapebus",0
"2020-07-26","Cardoso Moreira",0
"2020-07-26","Carmo",0
"2020-07-26","Casimiro de Abreu",0
"2020-07-26","Comendador Levy Gasparian",0
"2020-07-26","Conceição de Macabu",0
"2020-07-26","Cordeiro",0
"2020-07-26","Duas Barras",0
"2020-07-26","Duque de Caxias",0
"2020-07-26","Engenheiro Paulo de Frontin",0
"2020-07-26","Guapimirim",0
"2020-07-26","Iguaba Grande",0
"2020-07-26","Itaboraí",1
"2020-07-26","Itaguaí",0
"2020-07-26","Italva",0
"2020-07-26","Itaocara",0
"2020-07-26","Itaperuna",0
"2020-07-26","Itatiaia",0
"2020-07-26","Japeri",0
"2020-07-26","Laje do Muriaé",0
"2020-07-26","Macaé",2
"2020-07-26","Macuco",0
"2020-07-26","Magé",0
"2020-07-26","Mangaratiba",0
"2020-07-26","Maricá",0
"2020-07-26","Mendes",0
"2020-07-26","Mesquita",0
"2020-07-26","Miguel Pereira",0
"2020-07-26","Miracema",0
"2020-07-26","Natividade",0
"2020-07-26","Nilópolis",0
"2020-07-26","Niterói",0
"2020-07-26","Nova Friburgo",0
"2020-07-26","Nova Iguaçu",0
"2020-07-26","Paracambi",0
"2020-07-26","Paraty",0
"2020-07-26","Paraíba do Sul",0
"2020-07-26","Paty do Alferes",0
"2020-07-26","Petrópolis",0
"2020-07-26","Pinheiral",0
"2020-07-26","Piraí",0
"2020-07-26","Porciúncula",0
"2020-07-26","Porto Real",0
"2020-07-26","Quatis",0
"2020-07-26","Queimados",0
"2020-07-26","Quissamã",0
"2020-07-26","Resende",0
"2020-07-26","Rio Bonito",0
"2020-07-26","Rio Claro",0
"2020-07-26","Rio das Flores",0
"2020-07-26","Rio das Ostras",0
"2020-07-26","Rio de Janeiro",24
"2020-07-26","Santa Maria Madalena",0
"2020-07-26","Santo Antônio de Pádua",600
"2020-07-26","Sapucaia",0
"2020-07-26","Saquarema",0
"2020-07-26","Seropédica",0
"2020-07-26","Silva Jardim",0
"2020-07-26","Sumidouro",0
"2020-07-26","São Fidélis",0
"2020-07-26","São Francisco de Itabapoana",0
"2020-07-26","São Gonçalo",-1
"2020-07-26","São José de Ubá",0
"2020-07-26","São José do Vale do Rio Preto",0
"2020-07-26","São João da Barra",0
"2020-07-26","São João de Meriti",1
"2020-07-26","São Pedro da Aldeia",0
"2020-07-26","São Sebastião do Alto",0
"2020-07-26","Tanguá",0
"2020-07-26","Teresópolis",0
"2020-07-26","Trajano de Moraes",0
"2020-07-26","Três Rios",0
"2020-07-26","Valença",0
"2020-07-26","Varre-Sai",0
"2020-07-26","Vassouras",0
"2020-07-26","Volta Redonda",0
"2020-07-27","Angra dos Reis",31
"2020-07-27","Aperibé",0
"2020-07-27","Araruama",0
"2020-07-27","Areal",0
"2020-07-27","Armação dos Búzios",0
"2020-07-27","Arraial do Cabo",1
"2020-07-27","Barra Mansa",5
"2020-07-27","Barra do Piraí",20
"2020-07-27","Belford Roxo",9
"2020-07-27","Bom Jardim",0
"2020-07-27","Bom Jesus do Itabapoana",1
"2020-07-27","Cabo Frio",4
"2020-07-27","Cachoeiras de Macacu",1
"2020-07-27","Cambuci",0
"2020-07-27","Campos dos Goytacazes",10
"2020-07-27","Cantagalo",1
"2020-07-27","Carapebus",0
"2020-07-27","Cardoso Moreira",3
"2020-07-27","Carmo",2
"2020-07-27","Casimiro de Abreu",1
"2020-07-27","Comendador Levy Gasparian",0
"2020-07-27","Conceição de Macabu",2
"2020-07-27","Cordeiro",1
"2020-07-27","Duas Barras",0
"2020-07-27","Duque de Caxias",22
"2020-07-27","Engenheiro Paulo de Frontin",2
"2020-07-27","Guapimirim",1
"2020-07-27","Iguaba Grande",0
"2020-07-27","Itaboraí",31
"2020-07-27","Itaguaí",2
"2020-07-27","Italva",2
"2020-07-27","Itaocara",6
"2020-07-27","Itaperuna",21
"2020-07-27","Itatiaia",1
"2020-07-27","Japeri",1
"2020-07-27","Laje do Muriaé",7
"2020-07-27","Macaé",117
"2020-07-27","Macuco",0
"2020-07-27","Magé",0
"2020-07-27","Mangaratiba",23
"2020-07-27","Maricá",13
"2020-07-27","Mendes",0
"2020-07-27","Mesquita",0
"2020-07-27","Miguel Pereira",0
"2020-07-27","Miracema",0
"2020-07-27","Natividade",15
"2020-07-27","Nilópolis",1
"2020-07-27","Niterói",11
"2020-07-27","Nova Friburgo",17
"2020-07-27","Nova Iguaçu",4
"2020-07-27","Paracambi",1
"2020-07-27","Paraty",1
"2020-07-27","Paraíba do Sul",8
"2020-07-27","Paty do Alferes",0
"2020-07-27","Petrópolis",2
"2020-07-27","Pinheiral",1
"2020-07-27","Piraí",3
"2020-07-27","Porciúncula",2
"2020-07-27","Porto Real",3
"2020-07-27","Quatis",0
"2020-07-27","Queimados",0
"2020-07-27","Quissamã",1
"2020-07-27","Resende",2
"2020-07-27","Rio Bonito",4
"2020-07-27","Rio Claro",1
"2020-07-27","Rio das Flores",0
"2020-07-27","Rio das Ostras",61
"2020-07-27","Rio de Janeiro",800
"2020-07-27","Santa Maria Madalena",3
"2020-07-27","Santo Antônio de Pádua",0
"2020-07-27","Sapucaia",0
"2020-07-27","Saquarema",1
"2020-07-27","Seropédica",0
"2020-07-27","Silva Jardim",1
"2020-07-27","Sumidouro",0
"2020-07-27","São Fidélis",4
"2020-07-27","São Francisco de Itabapoana",7
"2020-07-27","São Gonçalo",28
"2020-07-27","São José de Ubá",0
"2020-07-27","São José do Vale do Rio Preto",15
"2020-07-27","São João da Barra",13
"2020-07-27","São João de Meriti",7
"2020-07-27","São Pedro da Aldeia",1
"2020-07-27","São Sebastião do Alto",0
"2020-07-27","Tanguá",3
"2020-07-27","Teresópolis",69
"2020-07-27","Trajano de Moraes",0
"2020-07-27","Três Rios",0
"2020-07-27","Valença",0
"2020-07-27","Varre-Sai",0
"2020-07-27","Vassouras",13
"2020-07-27","Volta Redonda",65
"2020-07-28","Angra dos Reis",8
"2020-07-28","Aperibé",4
"2020-07-28","Araruama",3
"2020-07-28","Areal",0
"2020-07-28","Armação dos Búzios",0
"2020-07-28","Arraial do Cabo",2
"2020-07-28","Barra Mansa",26
"2020-07-28","Barra do Piraí",16
"2020-07-28","Belford Roxo",15
"2020-07-28","Bom Jardim",2
"2020-07-28","Bom Jesus do Itabapoana",13
"2020-07-28","Cabo Frio",32
"2020-07-28","Cachoeiras de Macacu",4
"2020-07-28","Cambuci",0
"2020-07-28","Campos dos Goytacazes",54
"2020-07-28","Cantagalo",1
"2020-07-28","Carapebus",2
"2020-07-28","Cardoso Moreira",8
"2020-07-28","Carmo",0
"2020-07-28","Casimiro de Abreu",23
"2020-07-28","Comendador Levy Gasparian",1
"2020-07-28","Conceição de Macabu",2
"2020-07-28","Cordeiro",2
"2020-07-28","Duas Barras",0
"2020-07-28","Duque de Caxias",172
"2020-07-28","Engenheiro Paulo de Frontin",2
"2020-07-28","Guapimirim",18
"2020-07-28","Iguaba Grande",2
"2020-07-28","Itaboraí",25
"2020-07-28","Itaguaí",13
"2020-07-28","Italva",12
"2020-07-28","Itaocara",5
"2020-07-28","Itaperuna",56
"2020-07-28","Itatiaia",3
"2020-07-28","Japeri",0
"2020-07-28","Laje do Muriaé",0
"2020-07-28","Macaé",118
"2020-07-28","Macuco",0
"2020-07-28","Magé",7
"2020-07-28","Mangaratiba",24
"2020-07-28","Maricá",42
"2020-07-28","Mendes",6
"2020-07-28","Mesquita",4
"2020-07-28","Miguel Pereira",1
"2020-07-28","Miracema",5
"2020-07-28","Natividade",1
"2020-07-28","Nilópolis",15
"2020-07-28","Niterói",112
"2020-07-28","Nova Friburgo",42
"2020-07-28","Nova Iguaçu",48
"2020-07-28","Paracambi",14
"2020-07-28","Paraty",6
"2020-07-28","Paraíba do Sul",8
"2020-07-28","Paty do Alferes",17
"2020-07-28","Petrópolis",15
"2020-07-28","Pinheiral",24
"2020-07-28","Piraí",9
"2020-07-28","Porciúncula",6
"2020-07-28","Porto Real",7
"2020-07-28","Quatis",1
"2020-07-28","Queimados",32
"2020-07-28","Quissamã",20
"2020-07-28","Resende",32
"2020-07-28","Rio Bonito",61
"2020-07-28","Rio Claro",3
"2020-07-28","Rio das Flores",1
"2020-07-28","Rio das Ostras",28
"2020-07-28","Rio de Janeiro",70
"2020-07-28","Santa Maria Madalena",0
"2020-07-28","Santo Antônio de Pádua",19
"2020-07-28","Sapucaia",5
"2020-07-28","Saquarema",0
"2020-07-28","Seropédica",4
"2020-07-28","Silva Jardim",1
"2020-07-28","Sumidouro",0
"2020-07-28","São Fidélis",2
"2020-07-28","São Francisco de Itabapoana",11
"2020-07-28","São Gonçalo",112
"2020-07-28","São José de Ubá",1
"2020-07-28","São José do Vale do Rio Preto",4
"2020-07-28","São João da Barra",6
"2020-07-28","São João de Meriti",36
"2020-07-28","São Pedro da Aldeia",6
"2020-07-28","São Sebastião do Alto",0
"2020-07-28","Tanguá",16
"2020-07-28","Teresópolis",114
"2020-07-28","Trajano de Moraes",0
"2020-07-28","Três Rios",56
"2020-07-28","Valença",10
"2020-07-28","Varre-Sai",3
"2020-07-28","Vassouras",20
"2020-07-28","Volta Redonda",74
"2020-07-29","Angra dos Reis",52
"2020-07-29","Aperibé",6
"2020-07-29","Araruama",21
"2020-07-29","Areal",0
"2020-07-29","Armação dos Búzios",1
"2020-07-29","Arraial do Cabo",5
"2020-07-29","Barra Mansa",25
"2020-07-29","Barra do Piraí",12
"2020-07-29","Belford Roxo",34
"2020-07-29","Bom Jardim",0
"2020-07-29","Bom Jesus do Itabapoana",7
"2020-07-29","Cabo Frio",42
"2020-07-29","Cachoeiras de Macacu",12
"2020-07-29","Cambuci",3
"2020-07-29","Campos dos Goytacazes",80
"2020-07-29","Cantagalo",1
"2020-07-29","Carapebus",7
"2020-07-29","Cardoso Moreira",2
"2020-07-29","Carmo",2
"2020-07-29","Casimiro de Abreu",8
"2020-07-29","Comendador Levy Gasparian",0
"2020-07-29","Conceição de Macabu",31
"2020-07-29","Cordeiro",1
"2020-07-29","Duas Barras",0
"2020-07-29","Duque de Caxias",161
"2020-07-29","Engenheiro Paulo de Frontin",0
"2020-07-29","Guapimirim",23
"2020-07-29","Iguaba Grande",15
"2020-07-29","Itaboraí",31
"2020-07-29","Itaguaí",10
"2020-07-29","Italva",3
"2020-07-29","Itaocara",2
"2020-07-29","Itaperuna",41
"2020-07-29","Itatiaia",7
"2020-07-29","Japeri",5
"2020-07-29","Laje do Muriaé",4
"2020-07-29","Macaé",101
"2020-07-29","Macuco",1
"2020-07-29","Magé",33
"2020-07-29","Mangaratiba",14
"2020-07-29","Maricá",19
"2020-07-29","Mendes",1
"2020-07-29","Mesquita",11
"2020-07-29","Miguel Pereira",4
"2020-07-29","Miracema",4
"2020-07-29","Natividade",3
"2020-07-29","Nilópolis",11
"2020-07-29","Niterói",94
"2020-07-29","Nova Friburgo",55
"2020-07-29","Nova Iguaçu",28
"2020-07-29","Paracambi",7
"2020-07-29","Paraty",12
"2020-07-29","Paraíba do Sul",6
"2020-07-29","Paty do Alferes",0
"2020-07-29","Petrópolis",36
"2020-07-29","Pinheiral",4
"2020-07-29","Piraí",13
"2020-07-29","Porciúncula",26
"2020-07-29","Porto Real",0
"2020-07-29","Quatis",0
"2020-07-29","Queimados",8
"2020-07-29","Quissamã",1
"2020-07-29","Resende",23
"2020-07-29","Rio Bonito",26
"2020-07-29","Rio Claro",3
"2020-07-29","Rio das Flores",1
"2020-07-29","Rio das Ostras",8
"2020-07-29","Rio de Janeiro",252
"2020-07-29","Santa Maria Madalena",0
"2020-07-29","Santo Antônio de Pádua",22
"2020-07-29","Sapucaia",7
"2020-07-29","Saquarema",17
"2020-07-29","Seropédica",13
"2020-07-29","Silva Jardim",0
"2020-07-29","Sumidouro",0
"2020-07-29","São Fidélis",4
"2020-07-29","São Francisco de Itabapoana",5
"2020-07-29","São Gonçalo",141
"2020-07-29","São José de Ubá",0
"2020-07-29","São José do Vale do Rio Preto",11
"2020-07-29","São João da Barra",15
"2020-07-29","São João de Meriti",32
"2020-07-29","São Pedro da Aldeia",40
"2020-07-29","São Sebastião do Alto",1
"2020-07-29","Tanguá",13
"2020-07-29","Teresópolis",79
"2020-07-29","Trajano de Moraes",0
"2020-07-29","Três Rios",62
"2020-07-29","Valença",7
"2020-07-29","Varre-Sai",1
"2020-07-29","Vassouras",2
"2020-07-29","Volta Redonda",77
"2020-07-30","Angra dos Reis",53
"2020-07-30","Aperibé",0
"2020-07-30","Araruama",42
"2020-07-30","Areal",0
"2020-07-30","Armação dos Búzios",1
"2020-07-30","Arraial do Cabo",1
"2020-07-30","Barra Mansa",26
"2020-07-30","Barra do Piraí",7
"2020-07-30","Belford Roxo",21
"2020-07-30","Bom Jardim",5
"2020-07-30","Bom Jesus do Itabapoana",18
"2020-07-30","Cabo Frio",31
"2020-07-30","Cachoeiras de Macacu",2
"2020-07-30","Cambuci",5
"2020-07-30","Campos dos Goytacazes",41
"2020-07-30","Cantagalo",0
"2020-07-30","Carapebus",4
"2020-07-30","Cardoso Moreira",5
"2020-07-30","Carmo",0
"2020-07-30","Casimiro de Abreu",4
"2020-07-30","Comendador Levy Gasparian",2
"2020-07-30","Conceição de Macabu",0
"2020-07-30","Cordeiro",1
"2020-07-30","Duas Barras",0
"2020-07-30","Duque de Caxias",261
"2020-07-30","Engenheiro Paulo de Frontin",0
"2020-07-30","Guapimirim",14
"2020-07-30","Iguaba Grande",8
"2020-07-30","Itaboraí",23
"2020-07-30","Itaguaí",11
"2020-07-30","Italva",8
"2020-07-30","Itaocara",13
"2020-07-30","Itaperuna",16
"2020-07-30","Itatiaia",7
"2020-07-30","Japeri",1
"2020-07-30","Laje do Muriaé",0
"2020-07-30","Macaé",81
"2020-07-30","Macuco",0
"2020-07-30","Magé",19
"2020-07-30","Mangaratiba",2
"2020-07-30","Maricá",37
"2020-07-30","Mendes",3
"2020-07-30","Mesquita",13
"2020-07-30","Miguel Pereira",4
"2020-07-30","Miracema",0
"2020-07-30","Natividade",3
"2020-07-30","Nilópolis",10
"2020-07-30","Niterói",81
"2020-07-30","Nova Friburgo",77
"2020-07-30","Nova Iguaçu",34
"2020-07-30","Paracambi",3
"2020-07-30","Paraty",1
"2020-07-30","Paraíba do Sul",15
"2020-07-30","Paty do Alferes",7
"2020-07-30","Petrópolis",5
"2020-07-30","Pinheiral",1
"2020-07-30","Piraí",9
"2020-07-30","Porciúncula",32
"2020-07-30","Porto Real",4
"2020-07-30","Quatis",17
"2020-07-30","Queimados",15
"2020-07-30","Quissamã",5
"2020-07-30","Resende",22
"2020-07-30","Rio Bonito",96
"2020-07-30","Rio Claro",3
"2020-07-30","Rio das Flores",0
"2020-07-30","Rio das Ostras",44
"2020-07-30","Rio de Janeiro",297
"2020-07-30","Santa Maria Madalena",9
"2020-07-30","Santo Antônio de Pádua",1
"2020-07-30","Sapucaia",7
"2020-07-30","Saquarema",46
"2020-07-30","Seropédica",11
"2020-07-30","Silva Jardim",0
"2020-07-30","Sumidouro",0
"2020-07-30","São Fidélis",1
"2020-07-30","São Francisco de Itabapoana",10
"2020-07-30","São Gonçalo",97
"2020-07-30","São José de Ubá",0
"2020-07-30","São José do Vale do Rio Preto",6
"2020-07-30","São João da Barra",21
"2020-07-30","São João de Meriti",18
"2020-07-30","São Pedro da Aldeia",22
"2020-07-30","São Sebastião do Alto",0
"2020-07-30","Tanguá",0
"2020-07-30","Teresópolis",68
"2020-07-30","Trajano de Moraes",1
"2020-07-30","Três Rios",41
"2020-07-30","Valença",6
"2020-07-30","Varre-Sai",9
"2020-07-30","Vassouras",5
"2020-07-30","Volta Redonda",45
"2020-07-31","Angra dos Reis",26
"2020-07-31","Aperibé",0
"2020-07-31","Araruama",12
"2020-07-31","Areal",0
"2020-07-31","Armação dos Búzios",1
"2020-07-31","Arraial do Cabo",1
"2020-07-31","Barra Mansa",12
"2020-07-31","Barra do Piraí",9
"2020-07-31","Belford Roxo",49
"2020-07-31","Bom Jardim",16
"2020-07-31","Bom Jesus do Itabapoana",3
"2020-07-31","Cabo Frio",39
"2020-07-31","Cachoeiras de Macacu",7
"2020-07-31","Cambuci",1
"2020-07-31","Campos dos Goytacazes",69
"2020-07-31","Cantagalo",1
"2020-07-31","Carapebus",5
"2020-07-31","Cardoso Moreira",0
"2020-07-31","Carmo",0
"2020-07-31","Casimiro de Abreu",4
"2020-07-31","Comendador Levy Gasparian",0
"2020-07-31","Conceição de Macabu",0
"2020-07-31","Cordeiro",2
"2020-07-31","Duas Barras",1
"2020-07-31","Duque de Caxias",143
"2020-07-31","Engenheiro Paulo de Frontin",1
"2020-07-31","Guapimirim",42
"2020-07-31","Iguaba Grande",3
"2020-07-31","Itaboraí",36
"2020-07-31","Itaguaí",10
"2020-07-31","Italva",6
"2020-07-31","Itaocara",2
"2020-07-31","Itaperuna",47
"2020-07-31","Itatiaia",5
"2020-07-31","Japeri",2
"2020-07-31","Laje do Muriaé",0
"2020-07-31","Macaé",28
"2020-07-31","Macuco",1
"2020-07-31","Magé",7
"2020-07-31","Mangaratiba",3
"2020-07-31","Maricá",29
"2020-07-31","Mendes",0
"2020-07-31","Mesquita",19
"2020-07-31","Miguel Pereira",0
"2020-07-31","Miracema",0
"2020-07-31","Natividade",2
"2020-07-31","Nilópolis",13
"2020-07-31","Niterói",99
"2020-07-31","Nova Friburgo",42
"2020-07-31","Nova Iguaçu",22
"2020-07-31","Paracambi",4
"2020-07-31","Paraty",11
"2020-07-31","Paraíba do Sul",22
"2020-07-31","Paty do Alferes",2
"2020-07-31","Petrópolis",31
"2020-07-31","Pinheiral",5
"2020-07-31","Piraí",16
"2020-07-31","Porciúncula",11
"2020-07-31","Porto Real",17
"2020-07-31","Quatis",0
"2020-07-31","Queimados",5
"2020-07-31","Quissamã",3
"2020-07-31","Resende",37
"2020-07-31","Rio Bonito",38
"2020-07-31","Rio Claro",1
"2020-07-31","Rio das Flores",0
"2020-07-31","Rio das Ostras",15
"2020-07-31","Rio de Janeiro",333
"2020-07-31","Santa Maria Madalena",0
"2020-07-31","Santo Antônio de Pádua",39
"2020-07-31","Sapucaia",15
"2020-07-31","Saquarema",32
"2020-07-31","Seropédica",3
"2020-07-31","Silva Jardim",1
"2020-07-31","Sumidouro",2
"2020-07-31","São Fidélis",2
"2020-07-31","São Francisco de Itabapoana",7
"2020-07-31","São Gonçalo",160
"2020-07-31","São José de Ubá",0
"2020-07-31","São José do Vale do Rio Preto",1
"2020-07-31","São João da Barra",18
"2020-07-31","São João de Meriti",21
"2020-07-31","São Pedro da Aldeia",17
"2020-07-31","São Sebastião do Alto",1
"2020-07-31","Tanguá",9
"2020-07-31","Teresópolis",46
"2020-07-31","Trajano de Moraes",0
"2020-07-31","Três Rios",28
