"data","cidade","casos"
"2020-05-05","Rio de Janeiro",549
"2020-05-05","Santa Maria Madalena",0
"2020-05-05","Santo Antônio de Pádua",0
"2020-05-05","Sapucaia",0
"2020-05-05","Saquarema",1
"2020-05-05","Seropédica",0
"2020-05-05","Silva Jardim",0
"2020-05-05","Sumidouro",0
"2020-05-05","São Fidélis",0
"2020-05-05","São Francisco de Itabapoana",0
"2020-05-05","São Gonçalo",5
"2020-05-05","São José de Ubá",0
"2020-05-05","São José do Vale do Rio Preto",0
"2020-05-05","São João da Barra",0
"2020-05-05","São João de Meriti",11
"2020-05-05","São Pedro da Aldeia",0
"2020-05-05","São Sebastião do Alto",0
"2020-05-05","Tanguá",0
"2020-05-05","Teresópolis",1
"2020-05-05","Trajano de Moraes",0
"2020-05-05","Três Rios",0
"2020-05-05","Valença",1
"2020-05-05","Vassouras",0
"2020-05-05","Volta Redonda",15
"2020-05-06","Angra dos Reis",0
"2020-05-06","Aperibé",0
"2020-05-06","Araruama",1
"2020-05-06","Areal",0
"2020-05-06","Armação dos Búzios",1
"2020-05-06","Arraial do Cabo",0
"2020-05-06","Barra Mansa",1
"2020-05-06","Barra do Piraí",0
"2020-05-06","Belford Roxo",4
"2020-05-06","Bom Jardim",1
"2020-05-06","Bom Jesus do Itabapoana",0
"2020-05-06","Cabo Frio",2
"2020-05-06","Cachoeiras de Macacu",0
"2020-05-06","Campos dos Goytacazes",0
"2020-05-06","Cantagalo",0
"2020-05-06","Carapebus",0
"2020-05-06","Carmo",0
"2020-05-06","Casimiro de Abreu",1
"2020-05-06","Conceição de Macabu",0
"2020-05-06","Cordeiro",0
"2020-05-06","Duque de Caxias",21
"2020-05-06","Engenheiro Paulo de Frontin",0
"2020-05-06","Guapimirim",0
"2020-05-06","Iguaba Grande",3
"2020-05-06","Itaboraí",2
"2020-05-06","Itaguaí",1
"2020-05-06","Italva",0
"2020-05-06","Itaocara",0
"2020-05-06","Itaperuna",0
"2020-05-06","Itatiaia",1
"2020-05-06","Japeri",0
"2020-05-06","Macaé",0
"2020-05-06","Macuco",0
"2020-05-06","Magé",12
"2020-05-06","Mangaratiba",0
"2020-05-06","Maricá",4
"2020-05-06","Mendes",0
"2020-05-06","Mesquita",5
"2020-05-06","Miguel Pereira",0
"2020-05-06","Miracema",1
"2020-05-06","Nilópolis",3
"2020-05-06","Niterói",42
"2020-05-06","Nova Friburgo",1
"2020-05-06","Nova Iguaçu",15
"2020-05-06","Paracambi",4
"2020-05-06","Paraty",0
"2020-05-06","Paraíba do Sul",0
"2020-05-06","Paty do Alferes",0
"2020-05-06","Petrópolis",0
"2020-05-06","Pinheiral",0
"2020-05-06","Piraí",0
"2020-05-06","Porciúncula",0
"2020-05-06","Porto Real",0
"2020-05-06","Quatis",0
"2020-05-06","Queimados",0
"2020-05-06","Quissamã",0
"2020-05-06","Resende",0
"2020-05-06","Rio Bonito",0
"2020-05-06","Rio das Flores",0
"2020-05-06","Rio das Ostras",3
"2020-05-06","Rio de Janeiro",745
"2020-05-06","Santa Maria Madalena",0
"2020-05-06","Santo Antônio de Pádua",0
"2020-05-06","Sapucaia",0
"2020-05-06","Saquarema",2
"2020-05-06","Seropédica",0
"2020-05-06","Silva Jardim",0
"2020-05-06","Sumidouro",0
"2020-05-06","São Fidélis",0
"2020-05-06","São Francisco de Itabapoana",0
"2020-05-06","São Gonçalo",10
"2020-05-06","São José de Ubá",0
"2020-05-06","São José do Vale do Rio Preto",0
"2020-05-06","São João da Barra",4
"2020-05-06","São João de Meriti",5
"2020-05-06","São Pedro da Aldeia",0
"2020-05-06","São Sebastião do Alto",0
"2020-05-06","Tanguá",0
"2020-05-06","Teresópolis",7
"2020-05-06","Trajano de Moraes",0
"2020-05-06","Três Rios",1
"2020-05-06","Valença",1
"2020-05-06","Vassouras",0
"2020-05-06","Volta Redonda",1
"2020-05-07","Angra dos Reis",10
"2020-05-07","Aperibé",0
"2020-05-07","Araruama",9
"2020-05-07","Areal",0
"2020-05-07","Armação dos Búzios",2
"2020-05-07","Arraial do Cabo",1
"2020-05-07","Barra Mansa",0
"2020-05-07","Barra do Piraí",2
"2020-05-07","Belford Roxo",23
"2020-05-07","Bom Jardim",0
"2020-05-07","Bom Jesus do Itabapoana",0
"2020-05-07","Cabo Frio",7
"2020-05-07","Cachoeiras de Macacu",8
"2020-05-07","Campos dos Goytacazes",3
"2020-05-07","Cantagalo",0
"2020-05-07","Carapebus",0
"2020-05-07","Carmo",0
"2020-05-07","Casimiro de Abreu",1
"2020-05-07","Conceição de Macabu",0
"2020-05-07","Cordeiro",0
"2020-05-07","Duque de Caxias",44
"2020-05-07","Engenheiro Paulo de Frontin",0
"2020-05-07","Guapimirim",6
"2020-05-07","Iguaba Grande",1
"2020-05-07","Itaboraí",20
"2020-05-07","Itaguaí",5
"2020-05-07","Italva",0
"2020-05-07","Itaocara",1
"2020-05-07","Itaperuna",0
"2020-05-07","Itatiaia",0
"2020-05-07","Japeri",2
"2020-05-07","Macaé",3
"2020-05-07","Macuco",0
"2020-05-07","Magé",8
"2020-05-07","Mangaratiba",2
"2020-05-07","Maricá",3
"2020-05-07","Mendes",0
"2020-05-07","Mesquita",12
"2020-05-07","Miguel Pereira",0
"2020-05-07","Miracema",0
"2020-05-07","Nilópolis",9
"2020-05-07","Niterói",24
"2020-05-07","Nova Friburgo",3
"2020-05-07","Nova Iguaçu",36
"2020-05-07","Paracambi",16
"2020-05-07","Paraty",3
"2020-05-07","Paraíba do Sul",2
"2020-05-07","Paty do Alferes",0
"2020-05-07","Petrópolis",10
"2020-05-07","Pinheiral",7
"2020-05-07","Piraí",0
"2020-05-07","Porciúncula",1
"2020-05-07","Porto Real",0
"2020-05-07","Quatis",0
"2020-05-07","Queimados",4
"2020-05-07","Quissamã",0
"2020-05-07","Resende",1
"2020-05-07","Rio Bonito",1
"2020-05-07","Rio das Flores",0
"2020-05-07","Rio das Ostras",0
"2020-05-07","Rio de Janeiro",474
"2020-05-07","Santa Maria Madalena",0
"2020-05-07","Santo Antônio de Pádua",0
"2020-05-07","Sapucaia",0
"2020-05-07","Saquarema",2
"2020-05-07","Seropédica",4
"2020-05-07","Silva Jardim",2
"2020-05-07","Sumidouro",2
"2020-05-07","São Fidélis",0
"2020-05-07","São Francisco de Itabapoana",0
"2020-05-07","São Gonçalo",33
"2020-05-07","São José de Ubá",0
"2020-05-07","São José do Vale do Rio Preto",0
"2020-05-07","São João da Barra",0
"2020-05-07","São João de Meriti",23
"2020-05-07","São Pedro da Aldeia",3
"2020-05-07","São Sebastião do Alto",0
"2020-05-07","Tanguá",3
"2020-05-07","Teresópolis",0
"2020-05-07","Trajano de Moraes",0
"2020-05-07","Três Rios",7
"2020-05-07","Valença",5
"2020-05-07","Vassouras",0
"2020-05-07","Volta Redonda",13
"2020-05-08","Angra dos Reis",43
"2020-05-08","Aperibé",1
"2020-05-08","Araruama",-2
"2020-05-08","Areal",2
"2020-05-08","Armação dos Búzios",5
"2020-05-08","Arraial do Cabo",4
"2020-05-08","Barra Mansa",22
"2020-05-08","Barra do Piraí",11
"2020-05-08","Belford Roxo",40
"2020-05-08","Bom Jardim",0
"2020-05-08","Bom Jesus do Itabapoana",4
"2020-05-08","Cabo Frio",36
"2020-05-08","Cachoeiras de Macacu",-5
"2020-05-08","Campos dos Goytacazes",62
"2020-05-08","Cantagalo",1
"2020-05-08","Carapebus",0
"2020-05-08","Cardoso Moreira",1
"2020-05-08","Carmo",2
"2020-05-08","Casimiro de Abreu",3
"2020-05-08","Conceição de Macabu",2
"2020-05-08","Cordeiro",2
"2020-05-08","Duque de Caxias",118
"2020-05-08","Engenheiro Paulo de Frontin",1
"2020-05-08","Guapimirim",-4
"2020-05-08","Iguaba Grande",1
"2020-05-08","Itaboraí",6
"2020-05-08","Itaguaí",2
"2020-05-08","Italva",2
"2020-05-08","Itaocara",2
"2020-05-08","Itaperuna",12
"2020-05-08","Itatiaia",0
"2020-05-08","Japeri",8
"2020-05-08","Macaé",50
"2020-05-08","Macuco",2
"2020-05-08","Magé",48
"2020-05-08","Mangaratiba",3
"2020-05-08","Maricá",11
"2020-05-08","Mendes",1
"2020-05-08","Mesquita",15
"2020-05-08","Miguel Pereira",0
"2020-05-08","Miracema",4
"2020-05-08","Natividade",2
"2020-05-08","Nilópolis",16
"2020-05-08","Niterói",106
"2020-05-08","Nova Friburgo",1
"2020-05-08","Nova Iguaçu",80
"2020-05-08","Paracambi",-15
"2020-05-08","Paraty",0
"2020-05-08","Paraíba do Sul",2
"2020-05-08","Paty do Alferes",0
"2020-05-08","Petrópolis",33
"2020-05-08","Pinheiral",1
"2020-05-08","Piraí",4
"2020-05-08","Porciúncula",1
"2020-05-08","Porto Real",0
"2020-05-08","Quatis",1
"2020-05-08","Queimados",28
"2020-05-08","Quissamã",2
"2020-05-08","Resende",8
"2020-05-08","Rio Bonito",3
"2020-05-08","Rio das Flores",1
"2020-05-08","Rio das Ostras",17
"2020-05-08","Rio de Janeiro",621
"2020-05-08","Santa Maria Madalena",2
"2020-05-08","Santo Antônio de Pádua",4
"2020-05-08","Sapucaia",0
"2020-05-08","Saquarema",2
"2020-05-08","Seropédica",0
"2020-05-08","Silva Jardim",1
"2020-05-08","Sumidouro",-3
"2020-05-08","São Fidélis",19
"2020-05-08","São Francisco de Itabapoana",2
"2020-05-08","São Gonçalo",49
"2020-05-08","São José de Ubá",1
"2020-05-08","São José do Vale do Rio Preto",1
"2020-05-08","São João da Barra",1
"2020-05-08","São João de Meriti",39
"2020-05-08","São Pedro da Aldeia",4
"2020-05-08","São Sebastião do Alto",-1
"2020-05-08","Tanguá",-1
"2020-05-08","Teresópolis",9
"2020-05-08","Trajano de Moraes",0
"2020-05-08","Três Rios",0
"2020-05-08","Valença",2
"2020-05-08","Vassouras",1
"2020-05-08","Volta Redonda",13
"2020-05-09","Angra dos Reis",7
"2020-05-09","Aperibé",-1
"2020-05-09","Araruama",9
"2020-05-09","Areal",0
"2020-05-09","Armação dos Búzios",-1
"2020-05-09","Arraial do Cabo",2
"2020-05-09","Barra Mansa",-1
"2020-05-09","Barra do Piraí",1
"2020-05-09","Belford Roxo",26
"2020-05-09","Bom Jardim",0
"2020-05-09","Bom Jesus do Itabapoana",0
"2020-05-09","Cabo Frio",8
"2020-05-09","Cachoeiras de Macacu",8
"2020-05-09","Campos dos Goytacazes",4
"2020-05-09","Cantagalo",0
"2020-05-09","Carapebus",0
"2020-05-09","Cardoso Moreira",0
"2020-05-09","Carmo",0
"2020-05-09","Casimiro de Abreu",0
"2020-05-09","Conceição de Macabu",0
"2020-05-09","Cordeiro",0
"2020-05-09","Duque de Caxias",48
"2020-05-09","Engenheiro Paulo de Frontin",0
"2020-05-09","Guapimirim",6
"2020-05-09","Iguaba Grande",1
"2020-05-09","Itaboraí",21
"2020-05-09","Itaguaí",8
"2020-05-09","Italva",0
"2020-05-09","Itaocara",2
"2020-05-09","Itaperuna",0
"2020-05-09","Itatiaia",0
"2020-05-09","Japeri",2
"2020-05-09","Macaé",3
"2020-05-09","Macuco",-1
"2020-05-09","Magé",6
"2020-05-09","Mangaratiba",2
"2020-05-09","Maricá",2
"2020-05-09","Mendes",1
"2020-05-09","Mesquita",11
"2020-05-09","Miguel Pereira",0
"2020-05-09","Miracema",0
"2020-05-09","Natividade",0
"2020-05-09","Nilópolis",14
"2020-05-09","Niterói",-1
"2020-05-09","Nova Friburgo",3
"2020-05-09","Nova Iguaçu",36
"2020-05-09","Paracambi",16
"2020-05-09","Paraty",4
"2020-05-09","Paraíba do Sul",2
"2020-05-09","Paty do Alferes",0
"2020-05-09","Petrópolis",11
"2020-05-09","Pinheiral",1
"2020-05-09","Piraí",0
"2020-05-09","Porciúncula",1
"2020-05-09","Porto Real",0
"2020-05-09","Quatis",0
"2020-05-09","Queimados",5
"2020-05-09","Quissamã",0
"2020-05-09","Resende",1
"2020-05-09","Rio Bonito",0
"2020-05-09","Rio das Flores",0
"2020-05-09","Rio das Ostras",1
"2020-05-09","Rio de Janeiro",807
"2020-05-09","Santa Maria Madalena",0
"2020-05-09","Santo Antônio de Pádua",0
"2020-05-09","Sapucaia",0
"2020-05-09","Saquarema",2
"2020-05-09","Seropédica",5
"2020-05-09","Silva Jardim",4
"2020-05-09","Sumidouro",2
"2020-05-09","São Fidélis",0
"2020-05-09","São Francisco de Itabapoana",0
"2020-05-09","São Gonçalo",30
"2020-05-09","São José de Ubá",0
"2020-05-09","São José do Vale do Rio Preto",0
"2020-05-09","São João da Barra",0
"2020-05-09","São João de Meriti",30
"2020-05-09","São Pedro da Aldeia",4
"2020-05-09","São Sebastião do Alto",1
"2020-05-09","Tanguá",3
"2020-05-09","Teresópolis",2
"2020-05-09","Trajano de Moraes",0
"2020-05-09","Três Rios",12
"2020-05-09","Valença",4
"2020-05-09","Vassouras",0
"2020-05-09","Volta Redonda",14
"2020-05-10","Angra dos Reis",2
"2020-05-10","Aperibé",3
"2020-05-10","Araruama",-7
"2020-05-10","Areal",1
"2020-05-10","Armação dos Búzios",0
"2020-05-10","Arraial do Cabo",-1
"2020-05-10","Barra Mansa",3
"2020-05-10","Barra do Piraí",3
"2020-05-10","Belford Roxo",-11
"2020-05-10","Bom Jardim",0
"2020-05-10","Bom Jesus do Itabapoana",1
"2020-05-10","Cabo Frio",-5
"2020-05-10","Cachoeiras de Macacu",-8
"2020-05-10","Campos dos Goytacazes",14
"2020-05-10","Cantagalo",0
"2020-05-10","Carapebus",0
"2020-05-10","Cardoso Moreira",0
"2020-05-10","Carmo",1
"2020-05-10","Casimiro de Abreu",0
"2020-05-10","Conceição de Macabu",0
"2020-05-10","Cordeiro",0
"2020-05-10","Duque de Caxias",-31
"2020-05-10","Engenheiro Paulo de Frontin",1
"2020-05-10","Guapimirim",-5
"2020-05-10","Iguaba Grande",3
"2020-05-10","Itaboraí",-5
"2020-05-10","Itaguaí",0
"2020-05-10","Italva",0
"2020-05-10","Itaocara",-1
"2020-05-10","Itaperuna",0
"2020-05-10","Itatiaia",5
"2020-05-10","Japeri",-2
"2020-05-10","Macaé",0
"2020-05-10","Macuco",0
"2020-05-10","Magé",-2
"2020-05-10","Mangaratiba",-1
"2020-05-10","Maricá",-1
"2020-05-10","Mendes",3
"2020-05-10","Mesquita",-5
"2020-05-10","Miguel Pereira",1
"2020-05-10","Miracema",0
"2020-05-10","Natividade",0
"2020-05-10","Nilópolis",-7
"2020-05-10","Niterói",127
"2020-05-10","Nova Friburgo",18
"2020-05-10","Nova Iguaçu",-19
"2020-05-10","Paracambi",-16
"2020-05-10","Paraty",38
"2020-05-10","Paraíba do Sul",-2
"2020-05-10","Paty do Alferes",0
"2020-05-10","Petrópolis",-6
"2020-05-10","Pinheiral",2
"2020-05-10","Piraí",3
"2020-05-10","Porciúncula",-1
"2020-05-10","Porto Real",1
"2020-05-10","Quatis",0
"2020-05-10","Queimados",-5
"2020-05-10","Quissamã",0
"2020-05-10","Resende",29
"2020-05-10","Rio Bonito",2
"2020-05-10","Rio das Flores",0
"2020-05-10","Rio das Ostras",1
"2020-05-10","Rio de Janeiro",41
"2020-05-10","Santa Maria Madalena",0
"2020-05-10","Santo Antônio de Pádua",0
"2020-05-10","Sapucaia",1
"2020-05-10","Saquarema",4
"2020-05-10","Seropédica",-3
"2020-05-10","Silva Jardim",-2
"2020-05-10","Sumidouro",-2
"2020-05-10","São Fidélis",7
"2020-05-10","São Francisco de Itabapoana",0
"2020-05-10","São Gonçalo",-11
"2020-05-10","São José de Ubá",0
"2020-05-10","São José do Vale do Rio Preto",2
"2020-05-10","São João da Barra",0
"2020-05-10","São João de Meriti",-11
"2020-05-10","São Pedro da Aldeia",1
"2020-05-10","São Sebastião do Alto",0
"2020-05-10","Tanguá",3
"2020-05-10","Teresópolis",1
"2020-05-10","Trajano de Moraes",0
"2020-05-10","Três Rios",-12
"2020-05-10","Valença",1
"2020-05-10","Vassouras",0
"2020-05-10","Volta Redonda",0
"2020-05-11","Angra dos Reis",7
"2020-05-11","Aperibé",0
"2020-05-11","Araruama",10
"2020-05-11","Areal",1
"2020-05-11","Armação dos Búzios",2
"2020-05-11","Arraial do Cabo",5
"2020-05-11","Barra Mansa",9
"2020-05-11","Barra do Piraí",2
"2020-05-11","Belford Roxo",26
"2020-05-11","Bom Jardim",1
"2020-05-11","Bom Jesus do Itabapoana",8
"2020-05-11","Cabo Frio",15
"2020-05-11","Cachoeiras de Macacu",3
"2020-05-11","Campos dos Goytacazes",2
"2020-05-11","Cantagalo",0
"2020-05-11","Carapebus",0
"2020-05-11","Cardoso Moreira",0
"2020-05-11","Carmo",0
"2020-05-11","Casimiro de Abreu",0
"2020-05-11","Conceição de Macabu",0
"2020-05-11","Cordeiro",0
"2020-05-11","Duque de Caxias",94
"2020-05-11","Engenheiro Paulo de Frontin",0
"2020-05-11","Guapimirim",2
"2020-05-11","Iguaba Grande",8
"2020-05-11","Itaboraí",26
"2020-05-11","Itaguaí",10
"2020-05-11","Italva",0
"2020-05-11","Itaocara",2
"2020-05-11","Itaperuna",1
"2020-05-11","Itatiaia",1
"2020-05-11","Japeri",13
"2020-05-11","Laje do Muriaé",1
"2020-05-11","Macaé",1
"2020-05-11","Macuco",1
"2020-05-11","Magé",25
"2020-05-11","Mangaratiba",2
"2020-05-11","Maricá",23
"2020-05-11","Mendes",2
"2020-05-11","Mesquita",64
"2020-05-11","Miguel Pereira",1
"2020-05-11","Miracema",0
"2020-05-11","Natividade",0
"2020-05-11","Nilópolis",24
"2020-05-11","Niterói",23
"2020-05-11","Nova Friburgo",5
"2020-05-11","Nova Iguaçu",77
"2020-05-11","Paracambi",6
"2020-05-11","Paraty",0
"2020-05-11","Paraíba do Sul",2
"2020-05-11","Paty do Alferes",1
"2020-05-11","Petrópolis",25
"2020-05-11","Pinheiral",0
"2020-05-11","Piraí",0
"2020-05-11","Porciúncula",0
"2020-05-11","Porto Real",1
"2020-05-11","Quatis",0
"2020-05-11","Queimados",9
"2020-05-11","Quissamã",3
"2020-05-11","Resende",3
"2020-05-11","Rio Bonito",3
"2020-05-11","Rio das Flores",1
"2020-05-11","Rio das Ostras",3
"2020-05-11","Rio de Janeiro",99
"2020-05-11","Santa Maria Madalena",0
"2020-05-11","Santo Antônio de Pádua",0
"2020-05-11","Sapucaia",3
"2020-05-11","Saquarema",5
"2020-05-11","Seropédica",5
"2020-05-11","Silva Jardim",4
"2020-05-11","Sumidouro",1
"2020-05-11","São Fidélis",0
"2020-05-11","São Francisco de Itabapoana",0
"2020-05-11","São Gonçalo",97
"2020-05-11","São José de Ubá",3
"2020-05-11","São José do Vale do Rio Preto",1
"2020-05-11","São João da Barra",0
"2020-05-11","São João de Meriti",68
"2020-05-11","São Pedro da Aldeia",5
"2020-05-11","São Sebastião do Alto",0
"2020-05-11","Tanguá",3
"2020-05-11","Teresópolis",19
"2020-05-11","Trajano de Moraes",0
"2020-05-11","Três Rios",0
"2020-05-11","Valença",2
"2020-05-11","Vassouras",1
"2020-05-11","Volta Redonda",7
"2020-05-12","Angra dos Reis",4
"2020-05-12","Aperibé",0
"2020-05-12","Araruama",8
"2020-05-12","Areal",0
"2020-05-12","Armação dos Búzios",1
"2020-05-12","Arraial do Cabo",1
"2020-05-12","Barra Mansa",0
"2020-05-12","Barra do Piraí",1
"2020-05-12","Belford Roxo",16
"2020-05-12","Bom Jardim",0
"2020-05-12","Bom Jesus do Itabapoana",0
"2020-05-12","Cabo Frio",7
"2020-05-12","Cachoeiras de Macacu",8
"2020-05-12","Campos dos Goytacazes",2
"2020-05-12","Cantagalo",0
"2020-05-12","Carapebus",0
"2020-05-12","Cardoso Moreira",0
"2020-05-12","Carmo",0
"2020-05-12","Casimiro de Abreu",0
"2020-05-12","Conceição de Macabu",0
"2020-05-12","Cordeiro",0
"2020-05-12","Duque de Caxias",59
"2020-05-12","Engenheiro Paulo de Frontin",0
"2020-05-12","Guapimirim",5
"2020-05-12","Iguaba Grande",0
"2020-05-12","Itaboraí",21
"2020-05-12","Itaguaí",4
"2020-05-12","Italva",0
"2020-05-12","Itaocara",0
"2020-05-12","Itaperuna",0
"2020-05-12","Itatiaia",1
"2020-05-12","Japeri",6
"2020-05-12","Laje do Muriaé",0
"2020-05-12","Macaé",3
"2020-05-12","Macuco",0
"2020-05-12","Magé",6
"2020-05-12","Mangaratiba",3
"2020-05-12","Maricá",5
"2020-05-12","Mendes",-1
"2020-05-12","Mesquita",13
"2020-05-12","Miguel Pereira",0
"2020-05-12","Miracema",-1
"2020-05-12","Natividade",0
"2020-05-12","Nilópolis",9
"2020-05-12","Niterói",0
"2020-05-12","Nova Friburgo",2
"2020-05-12","Nova Iguaçu",28
"2020-05-12","Paracambi",16
"2020-05-12","Paraty",3
"2020-05-12","Paraíba do Sul",2
"2020-05-12","Paty do Alferes",0
"2020-05-12","Petrópolis",4
"2020-05-12","Pinheiral",0
"2020-05-12","Piraí",0
"2020-05-12","Porciúncula",1
"2020-05-12","Porto Real",0
"2020-05-12","Quatis",0
"2020-05-12","Queimados",6
"2020-05-12","Quissamã",0
"2020-05-12","Resende",1
"2020-05-12","Rio Bonito",1
"2020-05-12","Rio das Flores",-1
"2020-05-12","Rio das Ostras",0
"2020-05-12","Rio de Janeiro",197
"2020-05-12","Santa Maria Madalena",0
"2020-05-12","Santo Antônio de Pádua",0
"2020-05-12","Sapucaia",0
"2020-05-12","Saquarema",3
"2020-05-12","Seropédica",3
"2020-05-12","Silva Jardim",1
"2020-05-12","Sumidouro",1
"2020-05-12","São Fidélis",0
"2020-05-12","São Francisco de Itabapoana",0
"2020-05-12","São Gonçalo",33
"2020-05-12","São José de Ubá",0
"2020-05-12","São José do Vale do Rio Preto",0
"2020-05-12","São João da Barra",0
"2020-05-12","São João de Meriti",19
"2020-05-12","São Pedro da Aldeia",3
"2020-05-12","São Sebastião do Alto",0
"2020-05-12","Tanguá",3
"2020-05-12","Teresópolis",5
"2020-05-12","Trajano de Moraes",0
"2020-05-12","Três Rios",12
"2020-05-12","Valença",5
"2020-05-12","Vassouras",0
"2020-05-12","Volta Redonda",14
"2020-05-13","Angra dos Reis",0
"2020-05-13","Aperibé",0
"2020-05-13","Araruama",0
"2020-05-13","Areal",0
"2020-05-13","Armação dos Búzios",0
"2020-05-13","Arraial do Cabo",0
"2020-05-13","Barra Mansa",0
"2020-05-13","Barra do Piraí",0
"2020-05-13","Belford Roxo",0
"2020-05-13","Bom Jardim",0
"2020-05-13","Bom Jesus do Itabapoana",0
"2020-05-13","Cabo Frio",0
"2020-05-13","Cachoeiras de Macacu",2
"2020-05-13","Campos dos Goytacazes",0
"2020-05-13","Cantagalo",0
"2020-05-13","Carapebus",1
"2020-05-13","Cardoso Moreira",0
"2020-05-13","Carmo",0
"2020-05-13","Casimiro de Abreu",0
"2020-05-13","Conceição de Macabu",0
"2020-05-13","Cordeiro",0
"2020-05-13","Duque de Caxias",6
"2020-05-13","Engenheiro Paulo de Frontin",0
"2020-05-13","Guapimirim",0
"2020-05-13","Iguaba Grande",0
"2020-05-13","Itaboraí",2
"2020-05-13","Itaguaí",1
"2020-05-13","Italva",0
"2020-05-13","Itaocara",0
"2020-05-13","Itaperuna",0
"2020-05-13","Itatiaia",0
"2020-05-13","Japeri",0
"2020-05-13","Laje do Muriaé",0
"2020-05-13","Macaé",0
"2020-05-13","Macuco",0
"2020-05-13","Magé",0
"2020-05-13","Mangaratiba",0
"2020-05-13","Maricá",0
"2020-05-13","Mendes",0
"2020-05-13","Mesquita",0
"2020-05-13","Miguel Pereira",0
"2020-05-13","Miracema",0
"2020-05-13","Natividade",0
"2020-05-13","Nilópolis",2
"2020-05-13","Niterói",0
"2020-05-13","Nova Friburgo",0
"2020-05-13","Nova Iguaçu",2
"2020-05-13","Paracambi",1
"2020-05-13","Paraty",0
"2020-05-13","Paraíba do Sul",0
"2020-05-13","Paty do Alferes",0
"2020-05-13","Petrópolis",2
"2020-05-13","Pinheiral",0
"2020-05-13","Piraí",0
"2020-05-13","Porciúncula",0
"2020-05-13","Porto Real",0
"2020-05-13","Quatis",0
"2020-05-13","Queimados",1
"2020-05-13","Quissamã",0
"2020-05-13","Resende",2
"2020-05-13","Rio Bonito",0
"2020-05-13","Rio das Flores",0
"2020-05-13","Rio das Ostras",0
"2020-05-13","Rio de Janeiro",210
"2020-05-13","Santa Maria Madalena",0
"2020-05-13","Santo Antônio de Pádua",0
"2020-05-13","Sapucaia",2
"2020-05-13","Saquarema",1
"2020-05-13","Seropédica",0
"2020-05-13","Silva Jardim",0
"2020-05-13","Sumidouro",0
"2020-05-13","São Fidélis",0
"2020-05-13","São Francisco de Itabapoana",0
"2020-05-13","São Gonçalo",3
"2020-05-13","São José de Ubá",0
"2020-05-13","São José do Vale do Rio Preto",0
"2020-05-13","São João da Barra",0
"2020-05-13","São João de Meriti",2
"2020-05-13","São Pedro da Aldeia",0
"2020-05-13","São Sebastião do Alto",0
"2020-05-13","Tanguá",0
"2020-05-13","Teresópolis",0
"2020-05-13","Trajano de Moraes",0
"2020-05-13","Três Rios",0
"2020-05-13","Valença",0
"2020-05-13","Vassouras",0
"2020-05-13","Volta Redonda",2
"2020-05-14","Angra dos Reis",5
"2020-05-14","Aperibé",0
"2020-05-14","Araruama",8
"2020-05-14","Areal",0
"2020-05-14","Armação dos Búzios",5
"2020-05-14","Arraial do Cabo",1
"2020-05-14","Barra Mansa",0
"2020-05-14","Barra do Piraí",5
"2020-05-14","Belford Roxo",41
"2020-05-14","Bom Jardim",1
"2020-05-14","Bom Jesus do Itabapoana",0
"2020-05-14","Cabo Frio",8
"2020-05-14","Cachoeiras de Macacu",7
"2020-05-14","Cambuci",1
"2020-05-14","Campos dos Goytacazes",3
"2020-05-14","Cantagalo",2
"2020-05-14","Carapebus",1
"2020-05-14","Cardoso Moreira",0
"2020-05-14","Carmo",0
"2020-05-14","Casimiro de Abreu",6
"2020-05-14","Conceição de Macabu",0
"2020-05-14","Cordeiro",1
"2020-05-14","Duque de Caxias",48
"2020-05-14","Engenheiro Paulo de Frontin",0
"2020-05-14","Guapimirim",1
"2020-05-14","Iguaba Grande",1
"2020-05-14","Itaboraí",18
"2020-05-14","Itaguaí",14
"2020-05-14","Italva",0
"2020-05-14","Itaocara",2
"2020-05-14","Itaperuna",1
"2020-05-14","Itatiaia",0
"2020-05-14","Japeri",3
"2020-05-14","Laje do Muriaé",1
"2020-05-14","Macaé",2
"2020-05-14","Macuco",0
"2020-05-14","Magé",9
"2020-05-14","Mangaratiba",0
"2020-05-14","Maricá",20
"2020-05-14","Mendes",2
"2020-05-14","Mesquita",26
"2020-05-14","Miguel Pereira",1
"2020-05-14","Miracema",0
"2020-05-14","Natividade",0
"2020-05-14","Nilópolis",11
"2020-05-14","Niterói",0
"2020-05-14","Nova Friburgo",5
"2020-05-14","Nova Iguaçu",52
"2020-05-14","Paracambi",5
"2020-05-14","Paraty",0
"2020-05-14","Paraíba do Sul",4
"2020-05-14","Paty do Alferes",2
"2020-05-14","Petrópolis",23
"2020-05-14","Pinheiral",2
"2020-05-14","Piraí",2
"2020-05-14","Porciúncula",0
"2020-05-14","Porto Real",0
"2020-05-14","Quatis",0
"2020-05-14","Queimados",3
"2020-05-14","Quissamã",3
"2020-05-14","Resende",2
"2020-05-14","Rio Bonito",6
"2020-05-14","Rio das Flores",0
"2020-05-14","Rio das Ostras",0
"2020-05-14","Rio de Janeiro",238
"2020-05-14","Santa Maria Madalena",0
"2020-05-14","Santo Antônio de Pádua",0
"2020-05-14","Sapucaia",0
"2020-05-14","Saquarema",1
"2020-05-14","Seropédica",1
"2020-05-14","Silva Jardim",1
"2020-05-14","Sumidouro",0
"2020-05-14","São Fidélis",1
"2020-05-14","São Francisco de Itabapoana",0
"2020-05-14","São Gonçalo",39
