"city","city_ibge_code","date","epidemiological_week","estimated_population","estimated_population_2019","last_available_confirmed","last_available_confirmed_per_100k_inhabitants","last_available_date","last_available_death_rate","last_available_deaths","new_confirmed","new_deaths"
"Maricá",3302700,"2020-07-23",30,164504,161207,1914,1163.49754,"2020-07-23",0.0381,73,57,0
"Mendes",3302809,"2020-07-23",30,18648,18614,80,429.00043,"2020-07-23",0.025,2,1,0
"Mesquita",3302858,"2020-07-23",30,176569,176103,925,523.87452,"2020-07-23",0.1308,121,11,1
"Miguel Pereira",3302908,"2020-07-23",30,25581,25538,196,766.19366,"2020-07-23",0.0612,12,12,0
"Miracema",3303005,"2020-07-23",30,27154,27174,227,835.9726,"2020-07-23",0.0132,3,13,0
"Natividade",3303104,"2020-07-23",30,15311,15317,244,1593.6255,"2020-07-23",0.0082,2,7,0
"Nilópolis",3303203,"2020-07-23",30,162693,162485,863,530.44692,"2020-07-23",0.1205,104,12,0
"Niterói",3303302,"2020-07-23",30,515317,513584,8455,1640.73764,"2020-07-23",0.0323,273,134,2
"Nova Friburgo",3303401,"2020-07-23",30,191158,190631,928,485.46229,"2020-07-23",0.0593,55,66,2
"Nova Iguaçu",3303500,"2020-07-23",30,823302,821128,3930,477.3461,"2020-07-23",0.1046,411,43,4
"Paracambi",3303609,"2020-07-23",30,52683,52257,453,859.85992,"2020-07-23",0.053,24,9,0
"Paraty",3303807,"2020-07-23",30,43680,43165,463,1059.98168,"2020-07-23",0.0324,15,21,0
"Paraíba do Sul",3303708,"2020-07-23",30,44518,44285,541,1215.23878,"2020-07-23",0.0333,18,42,0
"Paty do Alferes",3303856,"2020-07-23",30,27858,27769,89,319.47735,"2020-07-23",0.0449,4,21,0
"Petrópolis",3303906,"2020-07-23",30,306678,306191,1071,349.22622,"2020-07-23",0.1214,130,30,0
"Pinheiral",3303955,"2020-07-23",30,25364,25156,252,993.53414,"2020-07-23",0.0198,5,10,0
"Piraí",3304003,"2020-07-23",30,29545,29277,346,1171.09494,"2020-07-23",0.0202,7,25,0
"Porciúncula",3304102,"2020-07-23",30,18960,18847,226,1191.98312,"2020-07-23",0.0221,5,13,1
"Porto Real",3304110,"2020-07-23",30,19974,19683,137,685.89166,"2020-07-23",0.0365,5,14,0
"Quatis",3304128,"2020-07-23",30,14435,14302,36,249.39383,"2020-07-23",0.0278,1,1,0
"Queimados",3304144,"2020-07-23",30,151335,150319,1925,1272.01242,"2020-07-23",0.0197,38,12,0
"Quissamã",3304151,"2020-07-23",30,25126,24700,272,1082.54398,"2020-07-23",0.0368,10,2,1
"Resende",3304201,"2020-07-23",30,132312,131341,906,684.74515,"2020-07-23",0.0408,37,122,3
"Rio Bonito",3304300,"2020-07-23",30,60573,60201,596,983.93674,"2020-07-23",0.0453,27,23,0
"Rio Claro",3304409,"2020-07-23",30,18605,18529,190,1021.23085,"2020-07-23",0.0421,8,0,0
"Rio das Flores",3304508,"2020-07-23",30,9344,9284,11,117.7226,"2020-07-23",0.0909,1,1,0
"Rio das Ostras",3304524,"2020-07-23",30,155193,150674,1006,648.22511,"2020-07-23",0.0517,52,30,-1
"Rio de Janeiro",3304557,"2020-07-23",30,6747815,6718903,68510,1015.29162,"2020-07-23",0.1155,7913,176,26
"Santa Maria Madalena",3304607,"2020-07-23",30,10392,10404,69,663.97229,"2020-07-23",0.029,2,0,0
"Santo Antônio de Pádua",3304706,"2020-07-23",30,42594,42479,620,1455.60408,"2020-07-23",0.0081,5,17,1
"Sapucaia",3305406,"2020-07-23",30,18249,18228,186,1019.23393,"2020-07-23",0.1075,20,2,0
"Saquarema",3305505,"2020-07-23",30,90583,89170,491,542.04431,"2020-07-23",0.0855,42,44,0
"Seropédica",3305554,"2020-07-23",30,83092,82312,563,677.56222,"2020-07-23",0.0622,35,13,2
"Silva Jardim",3305604,"2020-07-23",30,21774,21774,110,505.18968,"2020-07-23",0.0364,4,0,0
"Sumidouro",3305703,"2020-07-23",30,15667,15623,35,223.3995,"2020-07-23",0.1143,4,1,0
"São Fidélis",3304805,"2020-07-23",30,38710,38669,184,475.32937,"2020-07-23",0.0489,9,2,0
"São Francisco de Itabapoana",3304755,"2020-07-23",30,42210,42205,340,805.49633,"2020-07-23",0.0529,18,13,0
"São Gonçalo",3304904,"2020-07-23",30,1091737,1084839,7526,689.36017,"2020-07-23",0.0747,562,133,2
"São José de Ubá",3305133,"2020-07-23",30,7206,7171,119,1651.40161,"2020-07-23",0,0,0,0
"São José do Vale do Rio Preto",3305158,"2020-07-23",30,21916,21795,281,1282.16828,"2020-07-23",0.0427,12,7,0
"São João da Barra",3305000,"2020-07-23",30,36423,36102,467,1282.15688,"2020-07-23",0.0193,9,21,0
"São João de Meriti",3305109,"2020-07-23",30,472906,472406,2120,448.29205,"2020-07-23",0.1401,297,68,15
"São Pedro da Aldeia",3305208,"2020-07-23",30,106049,104476,687,647.81375,"2020-07-23",0.0218,15,23,0
"São Sebastião do Alto",3305307,"2020-07-23",30,9387,9357,15,159.79546,"2020-07-23",0.0667,1,1,0
"Tanguá",3305752,"2020-07-23",30,34610,34309,532,1537.128,"2020-07-23",0.0639,34,10,0
"Teresópolis",3305802,"2020-07-23",30,184240,182594,1917,1040.49066,"2020-07-23",0.0396,76,106,2
"Trajano de Moraes",3305901,"2020-07-23",30,10640,10626,44,413.53383,"2020-07-23",0,0,0,0
"Três Rios",3306008,"2020-07-23",30,82142,81804,900,1095.66361,"2020-07-23",0.0478,43,43,0
"Valença",3306107,"2020-07-23",30,76869,76523,293,381.16796,"2020-07-23",0.0307,9,14,0
"Varre-Sai",3306156,"2020-07-23",30,11106,11000,120,1080.49703,"2020-07-23",0,0,0,0
"Vassouras",3306206,"2020-07-23",30,37083,36896,471,1270.12378,"2020-07-23",0.0382,18,4,0
"Volta Redonda",3306305,"2020-07-23",30,273988,273012,2999,1094.57348,"2020-07-23",0.0337,101,60,0
"Angra dos Reis",3300100,"2020-07-24",30,207044,203785,3524,1702.05367,"2020-07-24",0.0309,109,118,4
"Aperibé",3300159,"2020-07-24",30,11901,11759,119,999.91597,"2020-07-24",0.0336,4,1,0
"Araruama",3300209,"2020-07-24",30,134293,132400,524,390.1916,"2020-07-24",0.0782,41,15,0
"Areal",3300225,"2020-07-24",30,12669,12572,117,923.51409,"2020-07-24",0.0171,2,4,0
"Armação dos Búzios",3300233,"2020-07-24",30,34477,33870,238,690.31528,"2020-07-24",0.0378,9,1,0
"Arraial do Cabo",3300258,"2020-07-24",30,30593,30349,108,353.02193,"2020-07-24",0.0463,5,2,0
"Barra Mansa",3300407,"2020-07-24",30,184833,184412,739,399.82038,"2020-07-24",0.0663,49,49,9
"Barra do Piraí",3300308,"2020-07-24",30,100764,100374,593,588.50383,"2020-07-24",0.0455,27,10,0
"Belford Roxo",3300456,"2020-07-24",30,513118,510906,2013,392.30742,"2020-07-24",0.1013,204,89,2
"Bom Jardim",3300506,"2020-07-24",30,27616,27446,70,253.47625,"2020-07-24",0.0286,2,0,0
"Bom Jesus do Itabapoana",3300605,"2020-07-24",30,37203,37096,358,962.28799,"2020-07-24",0.0084,3,18,0
"Cabo Frio",3300704,"2020-07-24",30,230378,226525,1281,556.04268,"2020-07-24",0.0515,66,40,3
"Cachoeiras de Macacu",3300803,"2020-07-24",30,59303,58937,430,725.08979,"2020-07-24",0.0535,23,9,0
"Cambuci",3300902,"2020-07-24",30,15514,15505,93,599.45855,"2020-07-24",0.0108,1,0,0
"Campos dos Goytacazes",3301009,"2020-07-24",30,511168,507548,2719,531.91906,"2020-07-24",0.0695,189,77,12
"Cantagalo",3301108,"2020-07-24",30,20168,20172,41,203.29234,"2020-07-24",0.0244,1,1,0
"Carapebus",3300936,"2020-07-24",30,16586,16301,190,1145.54444,"2020-07-24",0.0211,4,3,0
"Cardoso Moreira",3301157,"2020-07-24",30,12821,12823,183,1427.34576,"2020-07-24",0.0055,1,3,0
"Carmo",3301207,"2020-07-24",30,19030,18895,91,478.19233,"2020-07-24",0.022,2,1,0
"Casimiro de Abreu",3301306,"2020-07-24",30,45041,44184,546,1212.22886,"2020-07-24",0.022,12,14,0
"Comendador Levy Gasparian",3300951,"2020-07-24",30,8576,8561,76,886.19403,"2020-07-24",0.0132,1,0,0
"Conceição de Macabu",3301405,"2020-07-24",30,23398,23228,330,1410.37696,"2020-07-24",0.0152,5,7,0
"Cordeiro",3301504,"2020-07-24",30,22041,21926,87,394.71893,"2020-07-24",0.0115,1,1,0
"Duas Barras",3301603,"2020-07-24",30,11528,11492,42,364.33033,"2020-07-24",0.0238,1,0,0
"Duque de Caxias",3301702,"2020-07-24",30,924624,919596,5374,581.20923,"2020-07-24",0.0962,517,192,11
"Engenheiro Paulo de Frontin",3301801,"2020-07-24",30,14071,14002,92,653.82702,"2020-07-24",0.0326,3,0,0
"Guapimirim",3301850,"2020-07-24",30,61388,60517,1055,1718.57692,"2020-07-24",0.0389,41,13,0
"Iguaba Grande",3301876,"2020-07-24",30,28837,28310,304,1054.2012,"2020-07-24",0.0691,21,15,0
"Itaboraí",3301900,"2020-07-24",30,242543,240592,3165,1304.92325,"2020-07-24",0.0464,147,31,0
"Itaguaí",3302007,"2020-07-24",30,134819,133019,1813,1344.76595,"2020-07-24",0.0469,85,37,0
"Italva",3302056,"2020-07-24",30,15299,15207,179,1170.01111,"2020-07-24",0.0223,4,0,0
"Itaocara",3302106,"2020-07-24",30,23222,23234,193,831.10843,"2020-07-24",0.0518,10,7,0
"Itaperuna",3302205,"2020-07-24",30,103800,103224,1508,1452.79383,"2020-07-24",0.0146,22,86,13
"Itatiaia",3302254,"2020-07-24",30,32064,31805,136,424.1517,"2020-07-24",0.0074,1,9,0
"Japeri",3302270,"2020-07-24",30,105548,104768,218,206.5411,"2020-07-24",0.0872,19,1,0
"Laje do Muriaé",3302304,"2020-07-24",30,7326,7355,184,2511.60251,"2020-07-24",0,0,0,0
"Macaé",3302403,"2020-07-24",30,261501,256672,5116,1956.39787,"2020-07-24",0.0203,104,221,0
"Macuco",3302452,"2020-07-24",30,5623,5599,41,729.14814,"2020-07-24",0.0244,1,0,0
"Magé",3302502,"2020-07-24",30,246433,245071,2435,988.09818,"2020-07-24",0.0628,153,9,0
"Mangaratiba",3302601,"2020-07-24",30,45220,44468,476,1052.63158,"2020-07-24",0.0567,27,49,0
"Maricá",3302700,"2020-07-24",30,164504,161207,1950,1185.38151,"2020-07-24",0.0385,75,36,2
"Mendes",3302809,"2020-07-24",30,18648,18614,85,455.81296,"2020-07-24",0.0235,2,5,0
"Mesquita",3302858,"2020-07-24",30,176569,176103,930,526.70627,"2020-07-24",0.1323,123,5,2
"Miguel Pereira",3302908,"2020-07-24",30,25581,25538,199,777.92111,"2020-07-24",0.0503,10,3,-2
"Miracema",3303005,"2020-07-24",30,27154,27174,233,858.06879,"2020-07-24",0.0129,3,6,0
"Natividade",3303104,"2020-07-24",30,15311,15317,249,1626.28176,"2020-07-24",0.008,2,5,0
"Nilópolis",3303203,"2020-07-24",30,162693,162485,873,536.59346,"2020-07-24",0.1203,105,10,1
"Niterói",3303302,"2020-07-24",30,515317,513584,8573,1663.63617,"2020-07-24",0.033,283,118,10
"Nova Friburgo",3303401,"2020-07-24",30,191158,190631,1011,528.88187,"2020-07-24",0.0564,57,83,2
"Nova Iguaçu",3303500,"2020-07-24",30,823302,821128,3985,484.02652,"2020-07-24",0.1034,412,55,1
"Paracambi",3303609,"2020-07-24",30,52683,52257,459,871.24879,"2020-07-24",0.0523,24,6,0
"Paraty",3303807,"2020-07-24",30,43680,43165,472,1080.58608,"2020-07-24",0.0318,15,9,0
"Paraíba do Sul",3303708,"2020-07-24",30,44518,44285,551,1237.7016,"2020-07-24",0.0327,18,10,0
"Paty do Alferes",3303856,"2020-07-24",30,27858,27769,121,434.34561,"2020-07-24",0.0331,4,32,0
"Petrópolis",3303906,"2020-07-24",30,306678,306191,1127,367.48642,"2020-07-24",0.118,133,56,3
"Pinheiral",3303955,"2020-07-24",30,25364,25156,268,1056.61568,"2020-07-24",0.0187,5,16,0
"Piraí",3304003,"2020-07-24",30,29545,29277,352,1191.40294,"2020-07-24",0.0199,7,6,0
"Porciúncula",3304102,"2020-07-24",30,18960,18847,239,1260.54852,"2020-07-24",0.0209,5,13,0
"Porto Real",3304110,"2020-07-24",30,19974,19683,154,771.0023,"2020-07-24",0.0325,5,17,0
"Quatis",3304128,"2020-07-24",30,14435,14302,39,270.17665,"2020-07-24",0.0256,1,3,0
"Queimados",3304144,"2020-07-24",30,151335,150319,1932,1276.63792,"2020-07-24",0.0197,38,7,0
"Quissamã",3304151,"2020-07-24",30,25126,24700,275,1094.4838,"2020-07-24",0.0364,10,3,0
"Resende",3304201,"2020-07-24",30,132312,131341,937,708.17462,"2020-07-24",0.0395,37,31,0
"Rio Bonito",3304300,"2020-07-24",30,60573,60201,623,1028.51105,"2020-07-24",0.0433,27,27,0
"Rio Claro",3304409,"2020-07-24",30,18605,18529,195,1048.10535,"2020-07-24",0.041,8,5,0
"Rio das Flores",3304508,"2020-07-24",30,9344,9284,12,128.42466,"2020-07-24",0.1667,2,1,1
"Rio das Ostras",3304524,"2020-07-24",30,155193,150674,1068,688.17537,"2020-07-24",0.0496,53,62,1
"Rio de Janeiro",3304557,"2020-07-24",30,6747815,6718903,69456,1029.31097,"2020-07-24",0.1143,7941,946,28
"Santa Maria Madalena",3304607,"2020-07-24",30,10392,10404,72,692.84065,"2020-07-24",0.0278,2,3,0
"Santo Antônio de Pádua",3304706,"2020-07-24",30,42594,42479,628,1474.38606,"2020-07-24",0.008,5,8,0
"Sapucaia",3305406,"2020-07-24",30,18249,18228,187,1024.71368,"2020-07-24",0.1123,21,1,1
"Saquarema",3305505,"2020-07-24",30,90583,89170,493,544.25223,"2020-07-24",0.0872,43,2,1
"Seropédica",3305554,"2020-07-24",30,83092,82312,569,684.78313,"2020-07-24",0.0615,35,6,0
"Silva Jardim",3305604,"2020-07-24",30,21774,21774,112,514.37494,"2020-07-24",0.0357,4,2,0
"Sumidouro",3305703,"2020-07-24",30,15667,15623,39,248.93087,"2020-07-24",0.1538,6,4,2
"São Fidélis",3304805,"2020-07-24",30,38710,38669,188,485.66262,"2020-07-24",0.0479,9,4,0
"São Francisco de Itabapoana",3304755,"2020-07-24",30,42210,42205,347,822.08008,"2020-07-24",0.0519,18,7,0
"São Gonçalo",3304904,"2020-07-24",30,1091737,1084839,7780,712.62584,"2020-07-24",0.073,568,254,6
"São José de Ubá",3305133,"2020-07-24",30,7206,7171,122,1693.03358,"2020-07-24",0,0,3,0
"São José do Vale do Rio Preto",3305158,"2020-07-24",30,21916,21795,284,1295.85691,"2020-07-24",0.0423,12,3,0
"São João da Barra",3305000,"2020-07-24",30,36423,36102,478,1312.35758,"2020-07-24",0.0188,9,11,0
"São João de Meriti",3305109,"2020-07-24",30,472906,472406,2155,455.6931,"2020-07-24",0.1397,301,35,4
"São Pedro da Aldeia",3305208,"2020-07-24",30,106049,104476,699,659.12927,"2020-07-24",0.0229,16,12,1
"São Sebastião do Alto",3305307,"2020-07-24",30,9387,9357,15,159.79546,"2020-07-24",0.0667,1,0,0
"Tanguá",3305752,"2020-07-24",30,34610,34309,539,1557.35337,"2020-07-24",0.0631,34,7,0
"Teresópolis",3305802,"2020-07-24",30,184240,182594,2062,1119.19236,"2020-07-24",0.0373,77,145,1
"Trajano de Moraes",3305901,"2020-07-24",30,10640,10626,46,432.33083,"2020-07-24",0,0,2,0
"Três Rios",3306008,"2020-07-24",30,82142,81804,942,1146.79458,"2020-07-24",0.0456,43,42,0
"Valença",3306107,"2020-07-24",30,76869,76523,301,391.57528,"2020-07-24",0.0299,9,8,0
"Varre-Sai",3306156,"2020-07-24",30,11106,11000,122,1098.50531,"2020-07-24",0,0,2,0
"Vassouras",3306206,"2020-07-24",30,37083,36896,471,1270.12378,"2020-07-24",0.0382,18,0,0
"Volta Redonda",3306305,"2020-07-24",30,273988,273012,3059,1116.47225,"2020-07-24",0.033,101,60,0
"Angra dos Reis",3300100,"2020-07-25",30,207044,203785,3647,1761.46133,"2020-07-25",0.0304,111,123,2
"Aperibé",3300159,"2020-07-25",30,11901,11759,131,1100.74784,"2020-07-25",0.0382,5,12,1
"Araruama",3300209,"2020-07-25",30,134293,132400,540,402.10584,"2020-07-25",0.0759,41,16,0
"Areal",3300225,"2020-07-25",30,12669,12572,119,939.30066,"2020-07-25",0.0252,3,2,1
"Armação dos Búzios",3300233,"2020-07-25",30,34477,33870,240,696.11625,"2020-07-25",0.0417,10,2,1
"Arraial do Cabo",3300258,"2020-07-25",30,30593,30349,111,362.8281,"2020-07-25",0.045,5,3,0
"Barra Mansa",3300407,"2020-07-25",30,184833,184412,761,411.72301,"2020-07-25",0.0696,53,22,4
"Barra do Piraí",3300308,"2020-07-25",30,100764,100374,601,596.44317,"2020-07-25",0.0532,32,8,5
"Belford Roxo",3300456,"2020-07-25",30,513118,510906,2021,393.86652,"2020-07-25",0.1014,205,8,1
"Bom Jardim",3300506,"2020-07-25",30,27616,27446,71,257.09733,"2020-07-25",0.0282,2,1,0
"Bom Jesus do Itabapoana",3300605,"2020-07-25",30,37203,37096,363,975.72776,"2020-07-25",0.0083,3,5,0
"Cabo Frio",3300704,"2020-07-25",30,230378,226525,1310,568.63069,"2020-07-25",0.0511,67,29,1
"Cachoeiras de Macacu",3300803,"2020-07-25",30,59303,58937,431,726.77605,"2020-07-25",0.0557,24,1,1
"Cambuci",3300902,"2020-07-25",30,15514,15505,93,599.45855,"2020-07-25",0.0108,1,0,0
"Campos dos Goytacazes",3301009,"2020-07-25",30,511168,507548,2766,541.11368,"2020-07-25",0.0705,195,47,6
"Cantagalo",3301108,"2020-07-25",30,20168,20172,42,208.25069,"2020-07-25",0.0238,1,1,0
"Carapebus",3300936,"2020-07-25",30,16586,16301,199,1199.80707,"2020-07-25",0.0201,4,9,0
"Cardoso Moreira",3301157,"2020-07-25",30,12821,12823,184,1435.14546,"2020-07-25",0.0054,1,1,0
"Carmo",3301207,"2020-07-25",30,19030,18895,94,493.95691,"2020-07-25",0.0213,2,3,0
"Casimiro de Abreu",3301306,"2020-07-25",30,45041,44184,548,1216.66926,"2020-07-25",0.0219,12,2,0
"Comendador Levy Gasparian",3300951,"2020-07-25",30,8576,8561,83,967.81716,"2020-07-25",0.012,1,7,0
"Conceição de Macabu",3301405,"2020-07-25",30,23398,23228,333,1423.19856,"2020-07-25",0.015,5,3,0
"Cordeiro",3301504,"2020-07-25",30,22041,21926,87,394.71893,"2020-07-25",0.0115,1,0,0
"Duas Barras",3301603,"2020-07-25",30,11528,11492,42,364.33033,"2020-07-25",0.0238,1,0,0
"Duque de Caxias",3301702,"2020-07-25",30,924624,919596,5542,599.37877,"2020-07-25",0.0951,527,168,10
"Engenheiro Paulo de Frontin",3301801,"2020-07-25",30,14071,14002,92,653.82702,"2020-07-25",0.0326,3,0,0
"Guapimirim",3301850,"2020-07-25",30,61388,60517,1068,1739.7537,"2020-07-25",0.0384,41,13,0
"Iguaba Grande",3301876,"2020-07-25",30,28837,28310,306,1061.13673,"2020-07-25",0.0719,22,2,1
"Itaboraí",3301900,"2020-07-25",30,242543,240592,3182,1311.93232,"2020-07-25",0.0468,149,17,2
"Itaguaí",3302007,"2020-07-25",30,134819,133019,1822,1351.44156,"2020-07-25",0.0472,86,9,1
"Italva",3302056,"2020-07-25",30,15299,15207,179,1170.01111,"2020-07-25",0.0223,4,0,0
"Itaocara",3302106,"2020-07-25",30,23222,23234,195,839.72095,"2020-07-25",0.0513,10,2,0
"Itaperuna",3302205,"2020-07-25",30,103800,103224,1534,1477.842,"2020-07-25",0.0143,22,26,0
"Itatiaia",3302254,"2020-07-25",30,32064,31805,138,430.38922,"2020-07-25",0.0072,1,2,0
"Japeri",3302270,"2020-07-25",30,105548,104768,220,208.43597,"2020-07-25",0.0864,19,2,0
"Laje do Muriaé",3302304,"2020-07-25",30,7326,7355,185,2525.25253,"2020-07-25",0,0,1,0
"Macaé",3302403,"2020-07-25",30,261501,256672,5182,1981.63678,"2020-07-25",0.0203,105,66,1
"Macuco",3302452,"2020-07-25",30,5623,5599,41,729.14814,"2020-07-25",0.0244,1,0,0
"Magé",3302502,"2020-07-25",30,246433,245071,2441,990.53292,"2020-07-25",0.0635,155,6,2
"Mangaratiba",3302601,"2020-07-25",30,45220,44468,495,1094.64839,"2020-07-25",0.0545,27,19,0
"Maricá",3302700,"2020-07-25",30,164504,161207,1985,1206.65759,"2020-07-25",0.0378,75,35,0
"Mendes",3302809,"2020-07-25",30,18648,18614,85,455.81296,"2020-07-25",0.0235,2,0,0
"Mesquita",3302858,"2020-07-25",30,176569,176103,938,531.23708,"2020-07-25",0.1333,125,8,2
"Miguel Pereira",3302908,"2020-07-25",30,25581,25538,199,777.92111,"2020-07-25",0.0503,10,0,0
"Miracema",3303005,"2020-07-25",30,27154,27174,233,858.06879,"2020-07-25",0.0129,3,0,0
"Natividade",3303104,"2020-07-25",30,15311,15317,259,1691.59428,"2020-07-25",0.0077,2,10,0
"Nilópolis",3303203,"2020-07-25",30,162693,162485,876,538.43743,"2020-07-25",0.1221,107,3,2
"Niterói",3303302,"2020-07-25",30,515317,513584,8682,1684.7882,"2020-07-25",0.0336,292,109,9
"Nova Friburgo",3303401,"2020-07-25",30,191158,190631,1045,546.6682,"2020-07-25",0.0545,57,34,0
"Nova Iguaçu",3303500,"2020-07-25",30,823302,821128,4006,486.57722,"2020-07-25",0.1041,417,21,5
"Paracambi",3303609,"2020-07-25",30,52683,52257,462,876.94323,"2020-07-25",0.0519,24,3,0
"Paraty",3303807,"2020-07-25",30,43680,43165,481,1101.19048,"2020-07-25",0.0416,20,9,5
"Paraíba do Sul",3303708,"2020-07-25",30,44518,44285,564,1266.90328,"2020-07-25",0.0337,19,13,1
"Paty do Alferes",3303856,"2020-07-25",30,27858,27769,126,452.29378,"2020-07-25",0.0317,4,5,0
"Petrópolis",3303906,"2020-07-25",30,306678,306191,1162,378.89904,"2020-07-25",0.1153,134,35,1
"Pinheiral",3303955,"2020-07-25",30,25364,25156,269,1060.55827,"2020-07-25",0.0223,6,1,1
"Piraí",3304003,"2020-07-25",30,29545,29277,367,1242.17296,"2020-07-25",0.0191,7,15,0
"Porciúncula",3304102,"2020-07-25",30,18960,18847,250,1318.5654,"2020-07-25",0.024,6,11,1
"Porto Real",3304110,"2020-07-25",30,19974,19683,154,771.0023,"2020-07-25",0.0325,5,0,0
"Quatis",3304128,"2020-07-25",30,14435,14302,39,270.17665,"2020-07-25",0.0256,1,0,0
"Queimados",3304144,"2020-07-25",30,151335,150319,1957,1293.15756,"2020-07-25",0.0194,38,25,0
"Quissamã",3304151,"2020-07-25",30,25126,24700,279,1110.40357,"2020-07-25",0.0358,10,4,0
"Resende",3304201,"2020-07-25",30,132312,131341,975,736.89461,"2020-07-25",0.039,38,38,1
"Rio Bonito",3304300,"2020-07-25",30,60573,60201,645,1064.83087,"2020-07-25",0.0434,28,22,1
"Rio Claro",3304409,"2020-07-25",30,18605,18529,197,1058.85515,"2020-07-25",0.0508,10,2,2
"Rio das Flores",3304508,"2020-07-25",30,9344,9284,12,128.42466,"2020-07-25",0.1667,2,0,0
"Rio das Ostras",3304524,"2020-07-25",30,155193,150674,1081,696.55204,"2020-07-25",0.0509,55,13,2
"Rio de Janeiro",3304557,"2020-07-25",30,6747815,6718903,69546,1030.64473,"2020-07-25",0.1151,8004,90,63
"Santa Maria Madalena",3304607,"2020-07-25",30,10392,10404,72,692.84065,"2020-07-25",0.0278,2,0,0
"Santo Antônio de Pádua",3304706,"2020-07-25",30,42594,42479,45,105.64868,"2020-07-25",0.1111,5,-583,0
"Sapucaia",3305406,"2020-07-25",30,18249,18228,198,1084.99096,"2020-07-25",0.1061,21,11,0
"Saquarema",3305505,"2020-07-25",30,90583,89170,501,553.08391,"2020-07-25",0.0858,43,8,0
"Seropédica",3305554,"2020-07-25",30,83092,82312,574,690.80056,"2020-07-25",0.061,35,5,0
"Silva Jardim",3305604,"2020-07-25",30,21774,21774,112,514.37494,"2020-07-25",0.0357,4,0,0
"Sumidouro",3305703,"2020-07-25",30,15667,15623,39,248.93087,"2020-07-25",0.1538,6,0,0
"São Fidélis",3304805,"2020-07-25",30,38710,38669,192,495.99587,"2020-07-25",0.0625,12,4,3
"São Francisco de Itabapoana",3304755,"2020-07-25",30,42210,42205,351,831.5565,"2020-07-25",0.0513,18,4,0
"São Gonçalo",3304904,"2020-07-25",30,1091737,1084839,7880,721.78556,"2020-07-25",0.0726,572,100,4
"São José de Ubá",3305133,"2020-07-25",30,7206,7171,122,1693.03358,"2020-07-25",0,0,0,0
"São José do Vale do Rio Preto",3305158,"2020-07-25",30,21916,21795,287,1309.54554,"2020-07-25",0.0418,12,3,0
"São João da Barra",3305000,"2020-07-25",30,36423,36102,488,1339.81276,"2020-07-25",0.0184,9,10,0
"São João de Meriti",3305109,"2020-07-25",30,472906,472406,2167,458.2306,"2020-07-25",0.1412,306,12,5
"São Pedro da Aldeia",3305208,"2020-07-25",30,106049,104476,704,663.84407,"2020-07-25",0.0227,16,5,0
"São Sebastião do Alto",3305307,"2020-07-25",30,9387,9357,15,159.79546,"2020-07-25",0.0667,1,0,0
"Tanguá",3305752,"2020-07-25",30,34610,34309,559,1615.14013,"2020-07-25",0.0608,34,20,0
"Teresópolis",3305802,"2020-07-25",30,184240,182594,2068,1122.44898,"2020-07-25",0.0377,78,6,1
"Trajano de Moraes",3305901,"2020-07-25",30,10640,10626,46,432.33083,"2020-07-25",0,0,0,0
"Três Rios",3306008,"2020-07-25",30,82142,81804,962,1171.14266,"2020-07-25",0.0447,43,20,0
"Valença",3306107,"2020-07-25",30,76869,76523,303,394.17711,"2020-07-25",0.0297,9,2,0
"Varre-Sai",3306156,"2020-07-25",30,11106,11000,122,1098.50531,"2020-07-25",0,0,0,0
"Vassouras",3306206,"2020-07-25",30,37083,36896,473,1275.51708,"2020-07-25",0.0402,19,2,1
"Volta Redonda",3306305,"2020-07-25",30,273988,273012,3100,1131.43641,"2020-07-25",0.0339,105,41,4
"Angra dos Reis",3300100,"2020-07-26",31,207044,203785,3647,1761.46133,"2020-07-26",0.0304,111,0,0
"Aperibé",3300159,"2020-07-26",31,11901,11759,131,1100.74784,"2020-07-26",0.0382,5,0,0
"Araruama",3300209,"2020-07-26",31,134293,132400,540,402.10584,"2020-07-26",0.0759,41,0,0
"Areal",3300225,"2020-07-26",31,12669,12572,119,939.30066,"2020-07-26",0.0252,3,0,0
"Armação dos Búzios",3300233,"2020-07-26",31,34477,33870,240,696.11625,"2020-07-26",0.0417,10,0,0
"Arraial do Cabo",3300258,"2020-07-26",31,30593,30349,111,362.8281,"2020-07-26",0.045,5,0,0
"Barra Mansa",3300407,"2020-07-26",31,184833,184412,761,411.72301,"2020-07-26",0.0696,53,0,0
"Barra do Piraí",3300308,"2020-07-26",31,100764,100374,605,600.41285,"2020-07-26",0.0595,36,4,4
"Belford Roxo",3300456,"2020-07-26",31,513118,510906,2022,394.0614,"2020-07-26",0.1019,206,1,1
"Bom Jardim",3300506,"2020-07-26",31,27616,27446,71,257.09733,"2020-07-26",0.0282,2,0,0
"Bom Jesus do Itabapoana",3300605,"2020-07-26",31,37203,37096,363,975.72776,"2020-07-26",0.0083,3,0,0
"Cabo Frio",3300704,"2020-07-26",31,230378,226525,1310,568.63069,"2020-07-26",0.0511,67,0,0
"Cachoeiras de Macacu",3300803,"2020-07-26",31,59303,58937,431,726.77605,"2020-07-26",0.0557,24,0,0
"Cambuci",3300902,"2020-07-26",31,15514,15505,93,599.45855,"2020-07-26",0.0108,1,0,0
"Campos dos Goytacazes",3301009,"2020-07-26",31,511168,507548,2766,541.11368,"2020-07-26",0.0705,195,0,0
