"city","city_ibge_code","date","epidemiological_week","estimated_population","estimated_population_2019","last_available_confirmed","last_available_confirmed_per_100k_inhabitants","last_available_date","last_available_death_rate","last_available_deaths","new_confirmed","new_deaths"
"Areal",3300225,"2020-05-26",22,12669,12572,14,110.50596,"2020-05-26",0,0,0,0
"Armação dos Búzios",3300233,"2020-05-26",22,34477,33870,34,98.61647,"2020-05-26",0,0,0,0
"Arraial do Cabo",3300258,"2020-05-26",22,30593,30349,35,114.40526,"2020-05-26",0.0571,2,3,0
"Barra Mansa",3300407,"2020-05-26",22,184833,184412,130,70.33376,"2020-05-26",0.0769,10,4,1
"Barra do Piraí",3300308,"2020-05-26",22,100764,100374,102,101.22663,"2020-05-26",0.1373,14,3,0
"Belford Roxo",3300456,"2020-05-26",22,513118,510906,565,110.11112,"2020-05-26",0.1522,86,11,1
"Bom Jardim",3300506,"2020-05-26",22,27616,27446,14,50.69525,"2020-05-26",0.1429,2,0,0
"Bom Jesus do Itabapoana",3300605,"2020-05-26",22,37203,37096,58,155.90141,"2020-05-26",0.0345,2,0,0
"Cabo Frio",3300704,"2020-05-26",22,230378,226525,248,107.64917,"2020-05-26",0.0484,12,2,0
"Cachoeiras de Macacu",3300803,"2020-05-26",22,59303,58937,68,114.66536,"2020-05-26",0.0882,6,2,0
"Cambuci",3300902,"2020-05-26",22,15514,15505,20,128.91582,"2020-05-26",0,0,1,0
"Campos dos Goytacazes",3301009,"2020-05-26",22,511168,507548,616,120.50833,"2020-05-26",0.0292,18,28,2
"Cantagalo",3301108,"2020-05-26",22,20168,20172,5,24.79175,"2020-05-26",0,0,0,0
"Carapebus",3300936,"2020-05-26",22,16586,16301,10,60.29181,"2020-05-26",0.1,1,0,0
"Cardoso Moreira",3301157,"2020-05-26",22,12821,12823,10,77.99704,"2020-05-26",0,0,0,0
"Carmo",3301207,"2020-05-26",22,19030,18895,20,105.09721,"2020-05-26",0,0,0,0
"Casimiro de Abreu",3301306,"2020-05-26",22,45041,44184,101,224.24014,"2020-05-26",0.0594,6,-6,0
"Comendador Levy Gasparian",3300951,"2020-05-26",22,8576,8561,3,34.98134,"2020-05-26",0,0,0,0
"Conceição de Macabu",3301405,"2020-05-26",22,23398,23228,13,55.5603,"2020-05-26",0,0,0,0
"Cordeiro",3301504,"2020-05-26",22,22041,21926,15,68.05499,"2020-05-26",0,0,1,0
"Duque de Caxias",3301702,"2020-05-26",22,924624,919596,1271,137.46128,"2020-05-26",0.1534,195,25,8
"Engenheiro Paulo de Frontin",3301801,"2020-05-26",22,14071,14002,11,78.17497,"2020-05-26",0.1818,2,1,1
"Guapimirim",3301850,"2020-05-26",22,61388,60517,179,291.58793,"2020-05-26",0.0894,16,8,9
"Iguaba Grande",3301876,"2020-05-26",22,28837,28310,56,194.19496,"2020-05-26",0.2143,12,0,1
"Itaboraí",3301900,"2020-05-26",22,242543,240592,924,380.96338,"2020-05-26",0.0703,65,-14,4
"Itaguaí",3302007,"2020-05-26",22,134819,133019,170,126.09499,"2020-05-26",0.2176,37,9,6
"Italva",3302056,"2020-05-26",22,15299,15207,23,150.33662,"2020-05-26",0.0435,1,2,0
"Itaocara",3302106,"2020-05-26",22,23222,23234,40,172.25045,"2020-05-26",0.075,3,-3,0
"Itaperuna",3302205,"2020-05-26",22,103800,103224,80,77.07129,"2020-05-26",0,0,1,0
"Itatiaia",3302254,"2020-05-26",22,32064,31805,7,21.83134,"2020-05-26",0,0,0,0
"Japeri",3302270,"2020-05-26",22,105548,104768,89,84.32183,"2020-05-26",0.0787,7,2,1
"Laje do Muriaé",3302304,"2020-05-26",22,7326,7355,3,40.95004,"2020-05-26",0,0,0,0
"Macaé",3302403,"2020-05-26",22,261501,256672,227,86.80655,"2020-05-26",0.1057,24,14,6
"Macuco",3302452,"2020-05-26",22,5623,5599,4,71.1364,"2020-05-26",0,0,0,0
"Magé",3302502,"2020-05-26",22,246433,245071,434,176.11278,"2020-05-26",0.1797,78,5,2
"Mangaratiba",3302601,"2020-05-26",22,45220,44468,78,172.49005,"2020-05-26",0.0513,4,-3,1
"Maricá",3302700,"2020-05-26",22,164504,161207,376,228.56587,"2020-05-26",0.0559,21,-7,1
"Mendes",3302809,"2020-05-26",22,18648,18614,17,91.16259,"2020-05-26",0.0588,1,2,0
"Mesquita",3302858,"2020-05-26",22,176569,176103,435,246.36261,"2020-05-26",0.1103,48,6,2
"Miguel Pereira",3302908,"2020-05-26",22,25581,25538,12,46.90982,"2020-05-26",0.0833,1,0,0
"Miracema",3303005,"2020-05-26",22,27154,27174,19,69.97127,"2020-05-26",0,0,1,0
"Natividade",3303104,"2020-05-26",22,15311,15317,14,91.43753,"2020-05-26",0.0714,1,2,1
"Nilópolis",3303203,"2020-05-26",22,162693,162485,266,163.49812,"2020-05-26",0.1203,32,6,3
"Niterói",3303302,"2020-05-26",22,515317,513584,1692,328.34158,"2020-05-26",0.0544,92,-349,3
"Nova Friburgo",3303401,"2020-05-26",22,191158,190631,121,63.29842,"2020-05-26",0.1157,14,1,0
"Nova Iguaçu",3303500,"2020-05-26",22,823302,821128,1298,157.65782,"2020-05-26",0.1109,144,24,2
"Paracambi",3303609,"2020-05-26",22,52683,52257,181,343.56434,"2020-05-26",0.0608,11,-42,0
"Paraty",3303807,"2020-05-26",22,43680,43165,73,167.12454,"2020-05-26",0.0411,3,2,0
"Paraíba do Sul",3303708,"2020-05-26",22,44518,44285,126,283.03158,"2020-05-26",0.0317,4,4,0
"Paty do Alferes",3303856,"2020-05-26",22,27858,27769,12,43.0756,"2020-05-26",0.25,3,0,0
"Petrópolis",3303906,"2020-05-26",22,306678,306191,294,95.86602,"2020-05-26",0.1395,41,14,10
"Pinheiral",3303955,"2020-05-26",22,25364,25156,49,193.18719,"2020-05-26",0,0,0,0
"Piraí",3304003,"2020-05-26",22,29545,29277,85,287.69673,"2020-05-26",0.0353,3,2,1
"Porciúncula",3304102,"2020-05-26",22,18960,18847,23,121.30802,"2020-05-26",0,0,0,0
"Porto Real",3304110,"2020-05-26",22,19974,19683,5,25.03254,"2020-05-26",0,0,0,0
"Quatis",3304128,"2020-05-26",22,14435,14302,4,27.71043,"2020-05-26",0,0,0,0
"Queimados",3304144,"2020-05-26",22,151335,150319,887,586.11689,"2020-05-26",0.0113,10,17,0
"Quissamã",3304151,"2020-05-26",22,25126,24700,32,127.35812,"2020-05-26",0,0,2,0
"Resende",3304201,"2020-05-26",22,132312,131341,122,92.2063,"2020-05-26",0.0738,9,1,0
"Rio Bonito",3304300,"2020-05-26",22,60573,60201,63,104.00674,"2020-05-26",0.1429,9,4,3
"Rio Claro",3304409,"2020-05-26",22,18605,18529,47,252.62026,"2020-05-26",0,0,3,0
"Rio das Flores",3304508,"2020-05-26",22,9344,9284,5,53.51027,"2020-05-26",0,0,0,0
"Rio das Ostras",3304524,"2020-05-26",22,155193,150674,246,158.5123,"2020-05-26",0.0528,13,9,1
"Rio de Janeiro",3304557,"2020-05-26",22,6747815,6718903,23290,345.14876,"2020-05-26",0.1279,2978,824,147
"Santa Maria Madalena",3304607,"2020-05-26",22,10392,10404,6,57.73672,"2020-05-26",0,0,1,0
"Santo Antônio de Pádua",3304706,"2020-05-26",22,42594,42479,49,115.03968,"2020-05-26",0.0204,1,-3,0
"Sapucaia",3305406,"2020-05-26",22,18249,18228,33,180.83183,"2020-05-26",0.1212,4,0,0
"Saquarema",3305505,"2020-05-26",22,90583,89170,87,96.04451,"2020-05-26",0.0805,7,3,1
"Seropédica",3305554,"2020-05-26",22,83092,82312,161,193.76113,"2020-05-26",0.0311,5,2,1
"Silva Jardim",3305604,"2020-05-26",22,21774,21774,28,128.59374,"2020-05-26",0.1429,4,2,1
"Sumidouro",3305703,"2020-05-26",22,15667,15623,11,70.21127,"2020-05-26",0,0,0,0
"São Fidélis",3304805,"2020-05-26",22,38710,38669,143,369.41359,"2020-05-26",0,0,0,0
"São Francisco de Itabapoana",3304755,"2020-05-26",22,42210,42205,49,116.08624,"2020-05-26",0.102,5,2,0
"São Gonçalo",3304904,"2020-05-26",22,1091737,1084839,964,88.29965,"2020-05-26",0.112,108,42,16
"São José de Ubá",3305133,"2020-05-26",22,7206,7171,13,180.40522,"2020-05-26",0,0,2,0
"São José do Vale do Rio Preto",3305158,"2020-05-26",22,21916,21795,42,191.64081,"2020-05-26",0,0,0,0
"São João da Barra",3305000,"2020-05-26",22,36423,36102,75,205.91385,"2020-05-26",0.04,3,-4,0
"São João de Meriti",3305109,"2020-05-26",22,472906,472406,679,143.58033,"2020-05-26",0.1016,69,23,2
"São Pedro da Aldeia",3305208,"2020-05-26",22,106049,104476,145,136.72925,"2020-05-26",0.0276,4,5,0
"São Sebastião do Alto",3305307,"2020-05-26",22,9387,9357,6,63.91818,"2020-05-26",0,0,0,0
"Tanguá",3305752,"2020-05-26",22,34610,34309,54,156.02427,"2020-05-26",0.2407,13,0,0
"Teresópolis",3305802,"2020-05-26",22,184240,182594,419,227.42076,"2020-05-26",0.0525,22,5,0
"Trajano de Moraes",3305901,"2020-05-26",22,10640,10626,0,NA,"2020-05-26",0,0,0,0
"Três Rios",3306008,"2020-05-26",22,82142,81804,153,186.26281,"2020-05-26",0.0065,1,0,0
"Valença",3306107,"2020-05-26",22,76869,76523,56,72.85121,"2020-05-26",0.0714,4,3,1
"Varre-Sai",3306156,"2020-05-26",22,11106,11000,5,45.02071,"2020-05-26",0,0,1,0
"Vassouras",3306206,"2020-05-26",22,37083,36896,38,102.47283,"2020-05-26",0.0789,3,1,1
"Volta Redonda",3306305,"2020-05-26",22,273988,273012,593,216.43284,"2020-05-26",0.0455,27,23,2
"Angra dos Reis",3300100,"2020-05-27",22,207044,203785,652,314.90891,"2020-05-27",0.0429,28,22,3
"Aperibé",3300159,"2020-05-27",22,11901,11759,12,100.83186,"2020-05-27",0,0,0,0
"Araruama",3300209,"2020-05-27",22,134293,132400,99,73.7194,"2020-05-27",0.1919,19,4,4
"Areal",3300225,"2020-05-27",22,12669,12572,14,110.50596,"2020-05-27",0,0,0,0
"Armação dos Búzios",3300233,"2020-05-27",22,34477,33870,35,101.51695,"2020-05-27",0.0286,1,1,1
"Arraial do Cabo",3300258,"2020-05-27",22,30593,30349,36,117.67398,"2020-05-27",0.0833,3,1,1
"Barra Mansa",3300407,"2020-05-27",22,184833,184412,131,70.87479,"2020-05-27",0.084,11,1,1
"Barra do Piraí",3300308,"2020-05-27",22,100764,100374,107,106.18872,"2020-05-27",0.1308,14,5,0
"Belford Roxo",3300456,"2020-05-27",22,513118,510906,569,110.89067,"2020-05-27",0.1582,90,4,4
"Bom Jardim",3300506,"2020-05-27",22,27616,27446,14,50.69525,"2020-05-27",0.1429,2,0,0
"Bom Jesus do Itabapoana",3300605,"2020-05-27",22,37203,37096,58,155.90141,"2020-05-27",0.0345,2,0,0
"Cabo Frio",3300704,"2020-05-27",22,230378,226525,279,121.10531,"2020-05-27",0.0502,14,31,2
"Cachoeiras de Macacu",3300803,"2020-05-27",22,59303,58937,97,163.56677,"2020-05-27",0.0619,6,29,0
"Cambuci",3300902,"2020-05-27",22,15514,15505,24,154.69898,"2020-05-27",0,0,4,0
"Campos dos Goytacazes",3301009,"2020-05-27",22,511168,507548,616,120.50833,"2020-05-27",0.0292,18,0,0
"Cantagalo",3301108,"2020-05-27",22,20168,20172,5,24.79175,"2020-05-27",0,0,0,0
"Carapebus",3300936,"2020-05-27",22,16586,16301,11,66.32099,"2020-05-27",0.0909,1,1,0
"Cardoso Moreira",3301157,"2020-05-27",22,12821,12823,17,132.59496,"2020-05-27",0,0,7,0
"Carmo",3301207,"2020-05-27",22,19030,18895,20,105.09721,"2020-05-27",0,0,0,0
"Casimiro de Abreu",3301306,"2020-05-27",22,45041,44184,104,230.90073,"2020-05-27",0.0577,6,3,0
"Comendador Levy Gasparian",3300951,"2020-05-27",22,8576,8561,3,34.98134,"2020-05-27",0,0,0,0
"Conceição de Macabu",3301405,"2020-05-27",22,23398,23228,13,55.5603,"2020-05-27",0,0,0,0
"Cordeiro",3301504,"2020-05-27",22,22041,21926,15,68.05499,"2020-05-27",0,0,0,0
"Duas Barras",3301603,"2020-05-27",22,11528,11492,1,8.67453,"2020-05-27",0,0,1,0
"Duque de Caxias",3301702,"2020-05-27",22,924624,919596,1293,139.84063,"2020-05-27",0.1678,217,22,22
"Engenheiro Paulo de Frontin",3301801,"2020-05-27",22,14071,14002,12,85.28179,"2020-05-27",0.1667,2,1,0
"Guapimirim",3301850,"2020-05-27",22,61388,60517,191,311.13573,"2020-05-27",0.0838,16,12,0
"Iguaba Grande",3301876,"2020-05-27",22,28837,28310,61,211.53379,"2020-05-27",0.1967,12,5,0
"Itaboraí",3301900,"2020-05-27",22,242543,240592,925,381.37567,"2020-05-27",0.0714,66,1,1
"Itaguaí",3302007,"2020-05-27",22,134819,133019,235,174.30778,"2020-05-27",0.1617,38,65,1
"Italva",3302056,"2020-05-27",22,15299,15207,39,254.91862,"2020-05-27",0.0513,2,16,1
"Itaocara",3302106,"2020-05-27",22,23222,23234,40,172.25045,"2020-05-27",0.075,3,0,0
"Itaperuna",3302205,"2020-05-27",22,103800,103224,80,77.07129,"2020-05-27",0,0,0,0
"Itatiaia",3302254,"2020-05-27",22,32064,31805,7,21.83134,"2020-05-27",0,0,0,0
"Japeri",3302270,"2020-05-27",22,105548,104768,90,85.26926,"2020-05-27",0.0889,8,1,1
"Laje do Muriaé",3302304,"2020-05-27",22,7326,7355,4,54.60005,"2020-05-27",0,0,1,0
"Macaé",3302403,"2020-05-27",22,261501,256672,626,239.38723,"2020-05-27",0.0383,24,399,0
"Macuco",3302452,"2020-05-27",22,5623,5599,4,71.1364,"2020-05-27",0,0,0,0
"Magé",3302502,"2020-05-27",22,246433,245071,467,189.50384,"2020-05-27",0.1692,79,33,1
"Mangaratiba",3302601,"2020-05-27",22,45220,44468,105,232.19814,"2020-05-27",0.0381,4,27,0
"Maricá",3302700,"2020-05-27",22,164504,161207,377,229.17376,"2020-05-27",0.0584,22,1,1
"Mendes",3302809,"2020-05-27",22,18648,18614,17,91.16259,"2020-05-27",0.0588,1,0,0
"Mesquita",3302858,"2020-05-27",22,176569,176103,437,247.49531,"2020-05-27",0.1144,50,2,2
"Miguel Pereira",3302908,"2020-05-27",22,25581,25538,13,50.81897,"2020-05-27",0.0769,1,1,0
"Miracema",3303005,"2020-05-27",22,27154,27174,22,81.01937,"2020-05-27",0,0,3,0
"Natividade",3303104,"2020-05-27",22,15311,15317,15,97.96878,"2020-05-27",0.0667,1,1,0
"Nilópolis",3303203,"2020-05-27",22,162693,162485,268,164.72743,"2020-05-27",0.1269,34,2,2
"Niterói",3303302,"2020-05-27",22,515317,513584,1692,328.34158,"2020-05-27",0.0544,92,0,0
"Nova Friburgo",3303401,"2020-05-27",22,191158,190631,143,74.80723,"2020-05-27",0.1189,17,22,3
"Nova Iguaçu",3303500,"2020-05-27",22,823302,821128,1306,158.62952,"2020-05-27",0.1164,152,8,8
"Paracambi",3303609,"2020-05-27",22,52683,52257,167,316.9903,"2020-05-27",0.0659,11,-14,0
"Paraty",3303807,"2020-05-27",22,43680,43165,73,167.12454,"2020-05-27",0.0411,3,0,0
"Paraíba do Sul",3303708,"2020-05-27",22,44518,44285,126,283.03158,"2020-05-27",0.0317,4,0,0
"Paty do Alferes",3303856,"2020-05-27",22,27858,27769,17,61.02376,"2020-05-27",0.2353,4,5,1
"Petrópolis",3303906,"2020-05-27",22,306678,306191,332,108.25687,"2020-05-27",0.1235,41,38,0
"Pinheiral",3303955,"2020-05-27",22,25364,25156,49,193.18719,"2020-05-27",0,0,0,0
"Piraí",3304003,"2020-05-27",22,29545,29277,85,287.69673,"2020-05-27",0.0353,3,0,0
"Porciúncula",3304102,"2020-05-27",22,18960,18847,23,121.30802,"2020-05-27",0,0,0,0
"Porto Real",3304110,"2020-05-27",22,19974,19683,7,35.04556,"2020-05-27",0,0,2,0
"Quatis",3304128,"2020-05-27",22,14435,14302,4,27.71043,"2020-05-27",0,0,0,0
"Queimados",3304144,"2020-05-27",22,151335,150319,889,587.43846,"2020-05-27",0.0135,12,2,2
"Quissamã",3304151,"2020-05-27",22,25126,24700,38,151.23776,"2020-05-27",0,0,6,0
"Resende",3304201,"2020-05-27",22,132312,131341,129,97.49683,"2020-05-27",0.0775,10,7,1
"Rio Bonito",3304300,"2020-05-27",22,60573,60201,78,128.77024,"2020-05-27",0.1154,9,15,0
"Rio Claro",3304409,"2020-05-27",22,18605,18529,47,252.62026,"2020-05-27",0,0,0,0
"Rio das Flores",3304508,"2020-05-27",22,9344,9284,5,53.51027,"2020-05-27",0,0,0,0
"Rio das Ostras",3304524,"2020-05-27",22,155193,150674,247,159.15666,"2020-05-27",0.0567,14,1,1
"Rio de Janeiro",3304557,"2020-05-27",22,6747815,6718903,24750,366.7854,"2020-05-27",0.1267,3135,1460,157
"Santa Maria Madalena",3304607,"2020-05-27",22,10392,10404,6,57.73672,"2020-05-27",0,0,0,0
"Santo Antônio de Pádua",3304706,"2020-05-27",22,42594,42479,63,147.90816,"2020-05-27",0.0159,1,14,0
"Sapucaia",3305406,"2020-05-27",22,18249,18228,33,180.83183,"2020-05-27",0.1212,4,0,0
"Saquarema",3305505,"2020-05-27",22,90583,89170,93,102.66827,"2020-05-27",0.0753,7,6,0
"Seropédica",3305554,"2020-05-27",22,83092,82312,163,196.1681,"2020-05-27",0.0307,5,2,0
"Silva Jardim",3305604,"2020-05-27",22,21774,21774,31,142.37164,"2020-05-27",0.129,4,3,0
"Sumidouro",3305703,"2020-05-27",22,15667,15623,13,82.97696,"2020-05-27",0,0,2,0
"São Fidélis",3304805,"2020-05-27",22,38710,38669,143,369.41359,"2020-05-27",0,0,0,0
"São Francisco de Itabapoana",3304755,"2020-05-27",22,42210,42205,49,116.08624,"2020-05-27",0.102,5,0,0
"São Gonçalo",3304904,"2020-05-27",22,1091737,1084839,1026,93.97868,"2020-05-27",0.115,118,62,10
"São José de Ubá",3305133,"2020-05-27",22,7206,7171,13,180.40522,"2020-05-27",0,0,0,0
"São José do Vale do Rio Preto",3305158,"2020-05-27",22,21916,21795,53,241.83245,"2020-05-27",0,0,11,0
"São João da Barra",3305000,"2020-05-27",22,36423,36102,76,208.65936,"2020-05-27",0.0526,4,1,1
"São João de Meriti",3305109,"2020-05-27",22,472906,472406,685,144.84908,"2020-05-27",0.1095,75,6,6
"São Pedro da Aldeia",3305208,"2020-05-27",22,106049,104476,145,136.72925,"2020-05-27",0.0276,4,0,0
"São Sebastião do Alto",3305307,"2020-05-27",22,9387,9357,8,85.22425,"2020-05-27",0,0,2,0
"Tanguá",3305752,"2020-05-27",22,34610,34309,54,156.02427,"2020-05-27",0.2407,13,0,0
"Teresópolis",3305802,"2020-05-27",22,184240,182594,422,229.04907,"2020-05-27",0.0592,25,3,3
"Trajano de Moraes",3305901,"2020-05-27",22,10640,10626,0,NA,"2020-05-27",0,0,0,0
"Três Rios",3306008,"2020-05-27",22,82142,81804,153,186.26281,"2020-05-27",0.0065,1,0,0
"Valença",3306107,"2020-05-27",22,76869,76523,63,81.95762,"2020-05-27",0.0635,4,7,0
"Varre-Sai",3306156,"2020-05-27",22,11106,11000,6,54.02485,"2020-05-27",0,0,1,0
"Vassouras",3306206,"2020-05-27",22,37083,36896,38,102.47283,"2020-05-27",0.1053,4,0,1
"Volta Redonda",3306305,"2020-05-27",22,273988,273012,595,217.1628,"2020-05-27",0.0487,29,2,2
"Angra dos Reis",3300100,"2020-05-28",22,207044,203785,661,319.25581,"2020-05-28",0.0454,30,9,2
"Aperibé",3300159,"2020-05-28",22,11901,11759,10,84.02655,"2020-05-28",0,0,-2,0
"Araruama",3300209,"2020-05-28",22,134293,132400,107,79.67653,"2020-05-28",0.2336,25,8,6
"Areal",3300225,"2020-05-28",22,12669,12572,14,110.50596,"2020-05-28",0,0,0,0
"Armação dos Búzios",3300233,"2020-05-28",22,34477,33870,35,101.51695,"2020-05-28",0.0286,1,0,0
"Arraial do Cabo",3300258,"2020-05-28",22,30593,30349,37,120.9427,"2020-05-28",0.0811,3,1,0
"Barra Mansa",3300407,"2020-05-28",22,184833,184412,133,71.95685,"2020-05-28",0.0977,13,2,2
"Barra do Piraí",3300308,"2020-05-28",22,100764,100374,124,123.05982,"2020-05-28",0.121,15,17,1
"Belford Roxo",3300456,"2020-05-28",22,513118,510906,571,111.28045,"2020-05-28",0.1629,93,2,3
"Bom Jardim",3300506,"2020-05-28",22,27616,27446,13,47.07416,"2020-05-28",0.1538,2,-1,0
"Bom Jesus do Itabapoana",3300605,"2020-05-28",22,37203,37096,58,155.90141,"2020-05-28",0.0345,2,0,0
"Cabo Frio",3300704,"2020-05-28",22,230378,226525,300,130.22077,"2020-05-28",0.0567,17,21,3
"Cachoeiras de Macacu",3300803,"2020-05-28",22,59303,58937,102,171.99804,"2020-05-28",0.0686,7,5,1
"Cambuci",3300902,"2020-05-28",22,15514,15505,28,180.48215,"2020-05-28",0,0,4,0
"Campos dos Goytacazes",3301009,"2020-05-28",22,511168,507548,636,124.42093,"2020-05-28",0.0299,19,20,1
"Cantagalo",3301108,"2020-05-28",22,20168,20172,7,34.70845,"2020-05-28",0.1429,1,2,1
"Carapebus",3300936,"2020-05-28",22,16586,16301,14,84.40854,"2020-05-28",0.0714,1,3,0
"Cardoso Moreira",3301157,"2020-05-28",22,12821,12823,18,140.39467,"2020-05-28",0,0,1,0
"Carmo",3301207,"2020-05-28",22,19030,18895,21,110.35208,"2020-05-28",0,0,1,0
"Casimiro de Abreu",3301306,"2020-05-28",22,45041,44184,105,233.12093,"2020-05-28",0.0571,6,1,0
"Comendador Levy Gasparian",3300951,"2020-05-28",22,8576,8561,3,34.98134,"2020-05-28",0,0,0,0
"Conceição de Macabu",3301405,"2020-05-28",22,23398,23228,14,59.83417,"2020-05-28",0,0,1,0
"Cordeiro",3301504,"2020-05-28",22,22041,21926,19,86.20299,"2020-05-28",0,0,4,0
"Duas Barras",3301603,"2020-05-28",22,11528,11492,1,8.67453,"2020-05-28",0,0,0,0
"Duque de Caxias",3301702,"2020-05-28",22,924624,919596,1291,139.62432,"2020-05-28",0.1704,220,-2,3
"Engenheiro Paulo de Frontin",3301801,"2020-05-28",22,14071,14002,12,85.28179,"2020-05-28",0.1667,2,0,0
"Guapimirim",3301850,"2020-05-28",22,61388,60517,205,333.94149,"2020-05-28",0.0878,18,14,2
"Iguaba Grande",3301876,"2020-05-28",22,28837,28310,63,218.46933,"2020-05-28",0.1905,12,2,0
"Itaboraí",3301900,"2020-05-28",22,242543,240592,929,383.02487,"2020-05-28",0.0753,70,4,4
"Itaguaí",3302007,"2020-05-28",22,134819,133019,275,203.97718,"2020-05-28",0.1455,40,40,2
"Italva",3302056,"2020-05-28",22,15299,15207,41,267.99137,"2020-05-28",0.0732,3,2,1
"Itaocara",3302106,"2020-05-28",22,23222,23234,42,180.86297,"2020-05-28",0.0714,3,2,0
"Itaperuna",3302205,"2020-05-28",22,103800,103224,90,86.7052,"2020-05-28",0,0,10,0
"Itatiaia",3302254,"2020-05-28",22,32064,31805,6,18.71257,"2020-05-28",0,0,-1,0
"Japeri",3302270,"2020-05-28",22,105548,104768,90,85.26926,"2020-05-28",0.0889,8,0,0
"Laje do Muriaé",3302304,"2020-05-28",22,7326,7355,4,54.60005,"2020-05-28",0,0,0,0
"Macaé",3302403,"2020-05-28",22,261501,256672,682,260.80206,"2020-05-28",0.0352,24,56,0
"Macuco",3302452,"2020-05-28",22,5623,5599,4,71.1364,"2020-05-28",0,0,0,0
"Magé",3302502,"2020-05-28",22,246433,245071,531,215.47439,"2020-05-28",0.1544,82,64,3
"Mangaratiba",3302601,"2020-05-28",22,45220,44468,108,238.83238,"2020-05-28",0.0463,5,3,1
"Maricá",3302700,"2020-05-28",22,164504,161207,380,230.99742,"2020-05-28",0.0658,25,3,3
"Mendes",3302809,"2020-05-28",22,18648,18614,17,91.16259,"2020-05-28",0.0588,1,0,0
"Mesquita",3302858,"2020-05-28",22,176569,176103,441,249.76072,"2020-05-28",0.1224,54,4,4
"Miguel Pereira",3302908,"2020-05-28",22,25581,25538,13,50.81897,"2020-05-28",0.0769,1,0,0
"Miracema",3303005,"2020-05-28",22,27154,27174,22,81.01937,"2020-05-28",0,0,0,0
"Natividade",3303104,"2020-05-28",22,15311,15317,16,104.50003,"2020-05-28",0.0625,1,1,0
"Nilópolis",3303203,"2020-05-28",22,162693,162485,269,165.34209,"2020-05-28",0.1264,34,1,0
"Niterói",3303302,"2020-05-28",22,515317,513584,2293,444.96883,"2020-05-28",0.0432,99,601,7
"Nova Friburgo",3303401,"2020-05-28",22,191158,190631,163,85.26978,"2020-05-28",0.1166,19,20,2
"Nova Iguaçu",3303500,"2020-05-28",22,823302,821128,1380,167.61772,"2020-05-28",0.1152,159,74,7
"Paracambi",3303609,"2020-05-28",22,52683,52257,182,345.46248,"2020-05-28",0.0714,13,15,2
"Paraty",3303807,"2020-05-28",22,43680,43165,73,167.12454,"2020-05-28",0.0411,3,0,0
"Paraíba do Sul",3303708,"2020-05-28",22,44518,44285,133,298.75556,"2020-05-28",0.0301,4,7,0
"Paty do Alferes",3303856,"2020-05-28",22,27858,27769,17,61.02376,"2020-05-28",0.2353,4,0,0
"Petrópolis",3303906,"2020-05-28",22,306678,306191,339,110.53939,"2020-05-28",0.1209,41,7,0
"Pinheiral",3303955,"2020-05-28",22,25364,25156,49,193.18719,"2020-05-28",0,0,0,0
"Piraí",3304003,"2020-05-28",22,29545,29277,86,291.0814,"2020-05-28",0.0349,3,1,0
"Porciúncula",3304102,"2020-05-28",22,18960,18847,23,121.30802,"2020-05-28",0,0,0,0
"Porto Real",3304110,"2020-05-28",22,19974,19683,7,35.04556,"2020-05-28",0,0,0,0
"Quatis",3304128,"2020-05-28",22,14435,14302,4,27.71043,"2020-05-28",0,0,0,0
"Queimados",3304144,"2020-05-28",22,151335,150319,891,588.76004,"2020-05-28",0.0157,14,2,2
"Quissamã",3304151,"2020-05-28",22,25126,24700,39,155.2177,"2020-05-28",0,0,1,0
"Resende",3304201,"2020-05-28",22,132312,131341,132,99.76419,"2020-05-28",0.0833,11,3,1
"Rio Bonito",3304300,"2020-05-28",22,60573,60201,96,158.48645,"2020-05-28",0.1042,10,18,1
"Rio Claro",3304409,"2020-05-28",22,18605,18529,49,263.37006,"2020-05-28",0,0,2,0
"Rio das Flores",3304508,"2020-05-28",22,9344,9284,4,42.80822,"2020-05-28",0,0,-1,0
"Rio das Ostras",3304524,"2020-05-28",22,155193,150674,250,161.08974,"2020-05-28",0.068,17,3,3
"Rio de Janeiro",3304557,"2020-05-28",22,6747815,6718903,25974,384.9246,"2020-05-28",0.1268,3293,1224,158
"Santa Maria Madalena",3304607,"2020-05-28",22,10392,10404,5,48.11393,"2020-05-28",0,0,-1,0
"Santo Antônio de Pádua",3304706,"2020-05-28",22,42594,42479,69,161.99465,"2020-05-28",0.0145,1,6,0
"Sapucaia",3305406,"2020-05-28",22,18249,18228,33,180.83183,"2020-05-28",0.1212,4,0,0
"Saquarema",3305505,"2020-05-28",22,90583,89170,112,123.64351,"2020-05-28",0.0804,9,19,2
"Seropédica",3305554,"2020-05-28",22,83092,82312,163,196.1681,"2020-05-28",0.0307,5,0,0
"Silva Jardim",3305604,"2020-05-28",22,21774,21774,36,165.3348,"2020-05-28",0.1111,4,5,0
"Sumidouro",3305703,"2020-05-28",22,15667,15623,13,82.97696,"2020-05-28",0,0,0,0
"São Fidélis",3304805,"2020-05-28",22,38710,38669,143,369.41359,"2020-05-28",0,0,0,0
"São Francisco de Itabapoana",3304755,"2020-05-28",22,42210,42205,49,116.08624,"2020-05-28",0.102,5,0,0
